"ExNum" "CrownShape" "WeatherStation" "CrownTransmissibility" "ForestGapSize" "PlotID" "Proportion" "Area"
17 "Disk" "Lindenberg" 0.15 5 1 0.1 497
17 "Disk" "Lindenberg" 0.15 5 1 0.2 1064
17 "Disk" "Lindenberg" 0.15 5 1 0.3 1683
17 "Disk" "Lindenberg" 0.15 5 1 0.4 2354
17 "Disk" "Lindenberg" 0.15 5 1 0.5 3078
17 "Disk" "Lindenberg" 0.15 5 1 0.6 3857
17 "Disk" "Lindenberg" 0.15 5 1 0.7 4697
17 "Disk" "Lindenberg" 0.15 5 1 0.8 5612
17 "Disk" "Lindenberg" 0.15 5 1 0.9 6621
17 "Disk" "Lindenberg" 0.15 5 1 1 7845
18 "Ellipsoid" "Lindenberg" 0.15 5 1 0.1 508
18 "Ellipsoid" "Lindenberg" 0.15 5 1 0.2 1078
18 "Ellipsoid" "Lindenberg" 0.15 5 1 0.3 1705
18 "Ellipsoid" "Lindenberg" 0.15 5 1 0.4 2390
18 "Ellipsoid" "Lindenberg" 0.15 5 1 0.5 3128
18 "Ellipsoid" "Lindenberg" 0.15 5 1 0.6 3923
18 "Ellipsoid" "Lindenberg" 0.15 5 1 0.7 4787
18 "Ellipsoid" "Lindenberg" 0.15 5 1 0.8 5716
18 "Ellipsoid" "Lindenberg" 0.15 5 1 0.9 6719
18 "Ellipsoid" "Lindenberg" 0.15 5 1 1 7845
19 "Disk" "Croker river" 0.15 5 1 0.1 574
19 "Disk" "Croker river" 0.15 5 1 0.2 1213
19 "Disk" "Croker river" 0.15 5 1 0.3 1890
19 "Disk" "Croker river" 0.15 5 1 0.4 2601
19 "Disk" "Croker river" 0.15 5 1 0.5 3346
19 "Disk" "Croker river" 0.15 5 1 0.6 4130
19 "Disk" "Croker river" 0.15 5 1 0.7 4956
19 "Disk" "Croker river" 0.15 5 1 0.8 5834
19 "Disk" "Croker river" 0.15 5 1 0.9 6779
19 "Disk" "Croker river" 0.15 5 1 1 7845
20 "Ellipsoid" "Croker river" 0.15 5 1 0.1 605
20 "Ellipsoid" "Croker river" 0.15 5 1 0.2 1263
