"ExNum" "CrownShape" "WeatherStation" "CrownTransmissibility" "ForestGapSize" "PlotID" "TotalRad"
1231 "Disk" "Phillip SW Belize" 0.05 25 5 2816488185.78264
1232 "Ellipsoid" "Phillip SW Belize" 0.05 25 5 2947688585.70149
1233 "Disk" "Lake Charles" 0.05 25 5 2848185063.13806
1234 "Ellipsoid" "Lake Charles" 0.05 25 5 2994177489.15761
1235 "Disk" "McMinnville" 0.05 25 5 3445711908.55775
1236 "Ellipsoid" "McMinnville" 0.05 25 5 3638550645.15545
1237 "Disk" "Lindenberg" 0.05 25 5 3144854033.54958
1238 "Ellipsoid" "Lindenberg" 0.05 25 5 3329652555.47441
1239 "Disk" "Croker river" 0.05 25 5 3456734066.55541
1240 "Ellipsoid" "Croker river" 0.05 25 5 3787927429.71561
1241 "Disk" "Phillip SW Belize" 0 25 5 2679910074.07603
1242 "Ellipsoid" "Phillip SW Belize" 0 25 5 2814083327.89523
1243 "Disk" "Lake Charles" 0 25 5 2707329395.45834
1244 "Ellipsoid" "Lake Charles" 0 25 5 2857218015.46415
1245 "Disk" "McMinnville" 0 25 5 3268903149.69014
1246 "Ellipsoid" "McMinnville" 0 25 5 3466109399.08542
1247 "Disk" "Lindenberg" 0 25 5 2983850909.66892
1248 "Ellipsoid" "Lindenberg" 0 25 5 3171667245.4402
1249 "Disk" "Croker river" 0 25 5 3250477195.02924
1250 "Ellipsoid" "Croker river" 0 25 5 3583674420.59763
1251 "Disk" "Phillip SW Belize" 0.2 5 6 2077866912.63754
1252 "Ellipsoid" "Phillip SW Belize" 0.2 5 6 2080453986.35617
1253 "Disk" "Lake Charles" 0.2 5 6 2143394712.52052
1254 "Ellipsoid" "Lake Charles" 0.2 5 6 2140882628.39197
1255 "Disk" "McMinnville" 0.2 5 6 2757544064.84071
1256 "Ellipsoid" "McMinnville" 0.2 5 6 2750392117.84564
1257 "Disk" "Lindenberg" 0.2 5 6 2544646839.38442
1258 "Ellipsoid" "Lindenberg" 0.2 5 6 2550508644.60743
1259 "Disk" "Croker river" 0.2 5 6 3284967642.94462
1260 "Ellipsoid" "Croker river" 0.2 5 6 3301664575.77423
1261 "Disk" "Phillip SW Belize" 0.15 5 6 1867162390.23281
1262 "Ellipsoid" "Phillip SW Belize" 0.15 5 6 1868210051.16698
1263 "Disk" "Lake Charles" 0.15 5 6 1931768450.79535
1264 "Ellipsoid" "Lake Charles" 0.15 5 6 1926819215.43562
1265 "Disk" "McMinnville" 0.15 5 6 2501905325.39238
1266 "Ellipsoid" "McMinnville" 0.15 5 6 2491862949.13404
1267 "Disk" "Lindenberg" 0.15 5 6 2313609405.24956
1268 "Ellipsoid" "Lindenberg" 0.15 5 6 2316935111.24424
1269 "Disk" "Croker river" 0.15 5 6 3005788562.09937
1270 "Ellipsoid" "Croker river" 0.15 5 6 3019726500.92667
1271 "Disk" "Phillip SW Belize" 0.1 5 6 1674440803.26091
1272 "Ellipsoid" "Phillip SW Belize" 0.1 5 6 1673835306.63305
1273 "Disk" "Lake Charles" 0.1 5 6 1738537654.25253
1274 "Ellipsoid" "Lake Charles" 0.1 5 6 1730885822.84549
1275 "Disk" "McMinnville" 0.1 5 6 2268347141.67489
1276 "Ellipsoid" "McMinnville" 0.1 5 6 2255024610.23507
1277 "Disk" "Lindenberg" 0.1 5 6 2102417302.65161
1278 "Ellipsoid" "Lindenberg" 0.1 5 6 2102754944.43144
1279 "Disk" "Croker river" 0.1 5 6 2749743446.83326
1280 "Ellipsoid" "Croker river" 0.1 5 6 2760473073.643
1281 "Disk" "Phillip SW Belize" 0.05 5 6 1498520107.32751
1282 "Ellipsoid" "Phillip SW Belize" 0.05 5 6 1496175279.44526
1283 "Disk" "Lake Charles" 0.05 5 6 1562496740.21929
1284 "Ellipsoid" "Lake Charles" 0.05 5 6 1551901580.00289
1285 "Disk" "McMinnville" 0.05 5 6 2055375375.00846
1286 "Ellipsoid" "McMinnville" 0.05 5 6 2038412471.09263
1287 "Disk" "Lindenberg" 0.05 5 6 1909706744.31457
1288 "Ellipsoid" "Lindenberg" 0.05 5 6 1906634445.29612
1289 "Disk" "Croker river" 0.05 5 6 2515128855.23242
1290 "Ellipsoid" "Croker river" 0.05 5 6 2522246821.15157
1291 "Disk" "Phillip SW Belize" 0 5 6 1338278223.33396
1292 "Ellipsoid" "Phillip SW Belize" 0 5 6 1334136733.51052
1293 "Disk" "Lake Charles" 0 5 6 1402497745.2711
1294 "Ellipsoid" "Lake Charles" 0 5 6 1388746380.92425
1295 "Disk" "McMinnville" 0 5 6 1861570569.04649
1296 "Ellipsoid" "McMinnville" 0 5 6 1840642648.2172
1297 "Disk" "Lindenberg" 0 5 6 1734183845.07023
1298 "Ellipsoid" "Lindenberg" 0 5 6 1727315895.4079
1299 "Disk" "Croker river" 0 5 6 2300346566.56746
1300 "Ellipsoid" "Croker river" 0 5 6 2303499615.85957
1301 "Disk" "Phillip SW Belize" 0.2 10 6 2109798435.58884
1302 "Ellipsoid" "Phillip SW Belize" 0.2 10 6 2116307828.33294
1303 "Disk" "Lake Charles" 0.2 10 6 2179138192.63031
1304 "Ellipsoid" "Lake Charles" 0.2 10 6 2178250084.23236
1305 "Disk" "McMinnville" 0.2 10 6 2801898574.81231
1306 "Ellipsoid" "McMinnville" 0.2 10 6 2791718902.01734
1307 "Disk" "Lindenberg" 0.2 10 6 2585786280.48866
1308 "Ellipsoid" "Lindenberg" 0.2 10 6 2586711470.10759
1309 "Disk" "Croker river" 0.2 10 6 3320234454.94633
1310 "Ellipsoid" "Croker river" 0.2 10 6 3332513010.72557
1311 "Disk" "Phillip SW Belize" 0.15 10 6 1900028171.52831
1312 "Ellipsoid" "Phillip SW Belize" 0.15 10 6 1905150649.60457
1313 "Disk" "Lake Charles" 0.15 10 6 1968810545.12798
1314 "Ellipsoid" "Lake Charles" 0.15 10 6 1965424653.72125
1315 "Disk" "McMinnville" 0.15 10 6 2548189792.73318
1316 "Ellipsoid" "McMinnville" 0.15 10 6 2534452582.54003
1317 "Disk" "Lindenberg" 0.15 10 6 2356631894.38853
1318 "Ellipsoid" "Lindenberg" 0.15 10 6 2354140990.68895
1319 "Disk" "Croker river" 0.15 10 6 3042707642.70528
1320 "Ellipsoid" "Croker river" 0.15 10 6 3051132193.4353
1321 "Disk" "Phillip SW Belize" 0.1 10 6 1708158966.07679
1322 "Ellipsoid" "Phillip SW Belize" 0.1 10 6 1711756885.29936
1323 "Disk" "Lake Charles" 0.1 10 6 1776806934.98826
1324 "Ellipsoid" "Lake Charles" 0.1 10 6 1770630672.61747
1325 "Disk" "McMinnville" 0.1 10 6 2316498469.54687
1326 "Ellipsoid" "McMinnville" 0.1 10 6 2298766659.95492
1327 "Disk" "Lindenberg" 0.1 10 6 2147270057.07426
1328 "Ellipsoid" "Lindenberg" 0.1 10 6 2140861555.84703
1329 "Disk" "Croker river" 0.1 10 6 2788268886.06528
1330 "Ellipsoid" "Croker river" 0.1 10 6 2792331473.56352
1331 "Disk" "Phillip SW Belize" 0.05 10 6 1533015941.19506
1332 "Ellipsoid" "Phillip SW Belize" 0.05 10 6 1534976760.55623
1333 "Disk" "Lake Charles" 0.05 10 6 1601928206.33302
1334 "Ellipsoid" "Lake Charles" 0.05 10 6 1592692056.89729
1335 "Disk" "McMinnville" 0.05 10 6 2105336434.45421
1336 "Ellipsoid" "McMinnville" 0.05 10 6 2083203393.18547
1337 "Disk" "Lindenberg" 0.05 10 6 1956341645.8834
1338 "Ellipsoid" "Lindenberg" 0.05 10 6 1945546418.72479
1339 "Disk" "Croker river" 0.05 10 6 2555217828.33435
1340 "Ellipsoid" "Croker river" 0.05 10 6 2554461230.75022
1341 "Disk" "Phillip SW Belize" 0 10 6 1373484184.03744
1342 "Ellipsoid" "Phillip SW Belize" 0 10 6 1373721685.25707
1343 "Disk" "Lake Charles" 0 10 6 1443032820.67358
1344 "Ellipsoid" "Lake Charles" 0 10 6 1430493432.51567
1345 "Disk" "McMinnville" 0 10 6 1913290192.73755
1346 "Ellipsoid" "McMinnville" 0 10 6 1886385681.51026
1347 "Disk" "Lindenberg" 0 10 6 1782557433.58078
1348 "Ellipsoid" "Lindenberg" 0 10 6 1766944686.13447
1349 "Disk" "Croker river" 0 10 6 2341959316.14739
1350 "Ellipsoid" "Croker river" 0 10 6 2335980903.65905
1351 "Disk" "Phillip SW Belize" 0.2 15 6 2372759522.23828
1352 "Ellipsoid" "Phillip SW Belize" 0.2 15 6 2391651773.31213
1353 "Disk" "Lake Charles" 0.2 15 6 2435727190.18553
1354 "Ellipsoid" "Lake Charles" 0.2 15 6 2453151423.13608
1355 "Disk" "McMinnville" 0.2 15 6 3080871651.0582
1356 "Ellipsoid" "McMinnville" 0.2 15 6 3101714802.29119
1357 "Disk" "Lindenberg" 0.2 15 6 2828972481.29194
1358 "Ellipsoid" "Lindenberg" 0.2 15 6 2864621395.57436
1359 "Disk" "Croker river" 0.2 15 6 3509942590.36453
1360 "Ellipsoid" "Croker river" 0.2 15 6 3585282742.29967
1361 "Disk" "Phillip SW Belize" 0.15 15 6 2167835307.92788
1362 "Ellipsoid" "Phillip SW Belize" 0.15 15 6 2185778866.08617
1363 "Disk" "Lake Charles" 0.15 15 6 2229419655.52986
1364 "Ellipsoid" "Lake Charles" 0.15 15 6 2245273436.44761
1365 "Disk" "McMinnville" 0.15 15 6 2830571497.97821
1366 "Ellipsoid" "McMinnville" 0.15 15 6 2849699988.72268
1367 "Disk" "Lindenberg" 0.15 15 6 2602405194.07768
1368 "Ellipsoid" "Lindenberg" 0.15 15 6 2636651934.75844
1369 "Disk" "Croker river" 0.15 15 6 3233988221.10933
1370 "Ellipsoid" "Croker river" 0.15 15 6 3307769669.14604
1371 "Disk" "Phillip SW Belize" 0.1 15 6 1979790591.34711
1372 "Ellipsoid" "Phillip SW Belize" 0.1 15 6 1996710993.06977
1373 "Disk" "Lake Charles" 0.1 15 6 2040396825.85002
1374 "Ellipsoid" "Lake Charles" 0.1 15 6 2054454835.09296
1375 "Disk" "McMinnville" 0.1 15 6 2601097558.58464
1376 "Ellipsoid" "McMinnville" 0.1 15 6 2618188536.33209
1377 "Disk" "Lindenberg" 0.1 15 6 2394576185.93929
1378 "Ellipsoid" "Lindenberg" 0.1 15 6 2427025434.17574
1379 "Disk" "Croker river" 0.1 15 6 2980292519.44732
1380 "Ellipsoid" "Croker river" 0.1 15 6 3052021332.35551
1381 "Disk" "Phillip SW Belize" 0.05 15 6 1807503346.61657
1382 "Ellipsoid" "Phillip SW Belize" 0.05 15 6 1823361403.6619
1383 "Disk" "Lake Charles" 0.05 15 6 1867517823.19338
1384 "Ellipsoid" "Lake Charles" 0.05 15 6 1879586055.22956
1385 "Disk" "McMinnville" 0.05 15 6 2391032099.57961
1386 "Ellipsoid" "McMinnville" 0.05 15 6 2405802055.60805
1387 "Disk" "Lindenberg" 0.05 15 6 2204190649.10446
1388 "Ellipsoid" "Lindenberg" 0.05 15 6 2234487905.67729
1389 "Disk" "Croker river" 0.05 15 6 2747208688.64981
1390 "Ellipsoid" "Croker river" 0.05 15 6 2816458565.98041
1391 "Disk" "Phillip SW Belize" 0 15 6 1649910666.72659
1392 "Ellipsoid" "Phillip SW Belize" 0 15 6 1664702504.35456
1393 "Disk" "Lake Charles" 0 15 6 1709698525.89281
1394 "Ellipsoid" "Lake Charles" 0 15 6 1719616144.38648
1395 "Disk" "McMinnville" 0 15 6 2199030856.49231
1396 "Ellipsoid" "McMinnville" 0 15 6 2211239505.85469
1397 "Disk" "Lindenberg" 0 15 6 2030022285.44486
1398 "Ellipsoid" "Lindenberg" 0 15 6 2057857688.7449
1399 "Disk" "Croker river" 0 15 6 2533193537.57759
1400 "Ellipsoid" "Croker river" 0 15 6 2599606613.78054
1401 "Disk" "Phillip SW Belize" 0.2 20 6 2901435687.26686
1402 "Ellipsoid" "Phillip SW Belize" 0.2 20 6 2948161156.64977
1403 "Disk" "Lake Charles" 0.2 20 6 2960797496.31008
1404 "Ellipsoid" "Lake Charles" 0.2 20 6 3009991546.3921
1405 "Disk" "McMinnville" 0.2 20 6 3651083861.11578
1406 "Ellipsoid" "McMinnville" 0.2 20 6 3721642401.19458
1407 "Disk" "Lindenberg" 0.2 20 6 3325471041.11267
1408 "Ellipsoid" "Lindenberg" 0.2 20 6 3415800209.44661
1409 "Disk" "Croker river" 0.2 20 6 3876552994.32605
1410 "Ellipsoid" "Croker river" 0.2 20 6 4066710378.82342
1411 "Disk" "Phillip SW Belize" 0.15 20 6 2714375134.75827
1412 "Ellipsoid" "Phillip SW Belize" 0.15 20 6 2759766040.18123
1413 "Disk" "Lake Charles" 0.15 20 6 2771257024.56016
1414 "Ellipsoid" "Lake Charles" 0.15 20 6 2818989965.15747
1415 "Disk" "McMinnville" 0.15 20 6 3418132639.45648
1416 "Ellipsoid" "McMinnville" 0.15 20 6 3486965305.02723
1417 "Disk" "Lindenberg" 0.15 20 6 3113846058.91891
1418 "Ellipsoid" "Lindenberg" 0.15 20 6 3202691712.73004
1419 "Disk" "Croker river" 0.15 20 6 3611798755.44217
1420 "Ellipsoid" "Croker river" 0.15 20 6 3800969636.09304
1421 "Disk" "Phillip SW Belize" 0.1 20 6 2543001318.31004
1422 "Ellipsoid" "Phillip SW Belize" 0.1 20 6 2586786440.23681
1423 "Disk" "Lake Charles" 0.1 20 6 2597701633.50487
1424 "Ellipsoid" "Lake Charles" 0.1 20 6 2643596943.51018
1425 "Disk" "McMinnville" 0.1 20 6 3204562273.93931
1426 "Ellipsoid" "McMinnville" 0.1 20 6 3271107427.39447
1427 "Disk" "Lindenberg" 0.1 20 6 2919717777.40528
1428 "Ellipsoid" "Lindenberg" 0.1 20 6 3006416243.87118
1429 "Disk" "Croker river" 0.1 20 6 3368475043.69295
1430 "Ellipsoid" "Croker river" 0.1 20 6 3555666647.84346
1431 "Disk" "Phillip SW Belize" 0.05 20 6 2386264920.61325
1432 "Ellipsoid" "Phillip SW Belize" 0.05 20 6 2428216475.82383
1433 "Disk" "Lake Charles" 0.05 20 6 2439065761.19558
1434 "Ellipsoid" "Lake Charles" 0.05 20 6 2482787781.19079
1435 "Disk" "McMinnville" 0.05 20 6 3009046410.0822
1436 "Ellipsoid" "McMinnville" 0.05 20 6 3072798651.19201
1437 "Disk" "Lindenberg" 0.05 20 6 2741874743.21509
1438 "Ellipsoid" "Lindenberg" 0.05 20 6 2825822425.53308
1439 "Disk" "Croker river" 0.05 20 6 3145000807.09602
1440 "Ellipsoid" "Croker river" 0.05 20 6 3329323420.48818
1441 "Disk" "Phillip SW Belize" 0 20 6 2243171214.78454
1442 "Ellipsoid" "Phillip SW Belize" 0 20 6 2283104831.70285
1443 "Disk" "Lake Charles" 0 20 6 2294336556.57703
1444 "Ellipsoid" "Lake Charles" 0 20 6 2335592121.53166
1445 "Disk" "McMinnville" 0 20 6 2830327385.80645
1446 "Ellipsoid" "McMinnville" 0 20 6 2890840860.72205
1447 "Disk" "Lindenberg" 0 20 6 2579169510.81223
1448 "Ellipsoid" "Lindenberg" 0 20 6 2659825994.13622
1449 "Disk" "Croker river" 0 20 6 2939894118.83515
1450 "Ellipsoid" "Croker river" 0 20 6 3120560192.53084
1451 "Disk" "Phillip SW Belize" 0.2 25 6 3218456242.22065
1452 "Ellipsoid" "Phillip SW Belize" 0.2 25 6 3295501904.9976
1453 "Disk" "Lake Charles" 0.2 25 6 3300548759.9146
1454 "Ellipsoid" "Lake Charles" 0.2 25 6 3374798531.94021
1455 "Disk" "McMinnville" 0.2 25 6 4051478209.01934
1456 "Ellipsoid" "McMinnville" 0.2 25 6 4155027781.43349
1457 "Disk" "Lindenberg" 0.2 25 6 3682186493.84809
1458 "Ellipsoid" "Lindenberg" 0.2 25 6 3809806727.97929
1459 "Disk" "Croker river" 0.2 25 6 4146440458.67213
1460 "Ellipsoid" "Croker river" 0.2 25 6 4424978051.69633
1461 "Disk" "Phillip SW Belize" 0.15 25 6 3036255878.03674
1462 "Ellipsoid" "Phillip SW Belize" 0.15 25 6 3113290815.30533
1463 "Disk" "Lake Charles" 0.15 25 6 3117492299.33213
1464 "Ellipsoid" "Lake Charles" 0.15 25 6 3191040256.13
1465 "Disk" "McMinnville" 0.15 25 6 3827936918.18757
1466 "Ellipsoid" "McMinnville" 0.15 25 6 3929968437.69856
1467 "Disk" "Lindenberg" 0.15 25 6 3479438960.42918
1468 "Ellipsoid" "Lindenberg" 0.15 25 6 3605831639.4985
1469 "Disk" "Croker river" 0.15 25 6 3887981006.42268
1470 "Ellipsoid" "Croker river" 0.15 25 6 4167443473.03979
1471 "Disk" "Phillip SW Belize" 0.1 25 6 2868627983.36212
1472 "Ellipsoid" "Phillip SW Belize" 0.1 25 6 2945375476.94879
1473 "Disk" "Lake Charles" 0.1 25 6 2949261971.00131
1474 "Ellipsoid" "Lake Charles" 0.1 25 6 3021704903.88028
1475 "Disk" "McMinnville" 0.1 25 6 3622541511.99845
1476 "Ellipsoid" "McMinnville" 0.1 25 6 3722392672.84103
1477 "Disk" "Lindenberg" 0.1 25 6 3293158237.39078
1478 "Ellipsoid" "Lindenberg" 0.1 25 6 3417525593.30913
1479 "Disk" "Croker river" 0.1 25 6 3650238159.2024
1480 "Ellipsoid" "Croker river" 0.1 25 6 3929369086.07287
1481 "Disk" "Phillip SW Belize" 0.05 25 6 2714608980.94609
1482 "Ellipsoid" "Phillip SW Belize" 0.05 25 6 2790840911.66207
1483 "Disk" "Lake Charles" 0.05 25 6 2794873423.82546
1484 "Ellipsoid" "Lake Charles" 0.05 25 6 2865852923.02823
1485 "Disk" "McMinnville" 0.05 25 6 3434050995.41061
1486 "Ellipsoid" "McMinnville" 0.05 25 6 3531122677.17092
1487 "Disk" "Lindenberg" 0.05 25 6 3122207952.37048
1488 "Ellipsoid" "Lindenberg" 0.05 25 6 3243819319.8316
1489 "Disk" "Croker river" 0.05 25 6 3431695779.41196
1490 "Ellipsoid" "Croker river" 0.05 25 6 3709356597.42041
1491 "Disk" "Phillip SW Belize" 0 25 6 2573285979.06482
1492 "Ellipsoid" "Phillip SW Belize" 0 25 6 2648822035.49757
1493 "Disk" "Lake Charles" 0 25 6 2653392276.82979
1494 "Ellipsoid" "Lake Charles" 0 25 6 2722595077.7257
1495 "Disk" "McMinnville" 0 25 6 3261290632.64516
1496 "Ellipsoid" "McMinnville" 0 25 6 3355047823.06273
1497 "Disk" "Lindenberg" 0 25 6 2965513113.43741
1498 "Ellipsoid" "Lindenberg" 0 25 6 3083705885.54792
1499 "Disk" "Croker river" 0 25 6 3230932974.99295
1500 "Ellipsoid" "Croker river" 0 25 6 3506100165.43351
1501 "Disk" "Phillip SW Belize" 0.2 5 7 2386924191.08938
1502 "Ellipsoid" "Phillip SW Belize" 0.2 5 7 2424828104.72149
1503 "Disk" "Lake Charles" 0.2 5 7 2379513874.88759
1504 "Ellipsoid" "Lake Charles" 0.2 5 7 2441177481.66907
1505 "Disk" "McMinnville" 0.2 5 7 2865725917.77946
1506 "Ellipsoid" "McMinnville" 0.2 5 7 2969583566.62178
1507 "Disk" "Lindenberg" 0.2 5 7 2590832149.40615
1508 "Ellipsoid" "Lindenberg" 0.2 5 7 2673506502.98069
1509 "Disk" "Croker river" 0.2 5 7 3186768494.27787
1510 "Ellipsoid" "Croker river" 0.2 5 7 3268174005.71171
1511 "Disk" "Phillip SW Belize" 0.15 5 7 2172489655.28688
1512 "Ellipsoid" "Phillip SW Belize" 0.15 5 7 2212195435.86432
1513 "Disk" "Lake Charles" 0.15 5 7 2163918042.36777
1514 "Ellipsoid" "Lake Charles" 0.15 5 7 2226947004.65668
1515 "Disk" "McMinnville" 0.15 5 7 2605047777.38213
1516 "Ellipsoid" "McMinnville" 0.15 5 7 2709472672.50217
1517 "Disk" "Lindenberg" 0.15 5 7 2356436731.11992
1518 "Ellipsoid" "Lindenberg" 0.15 5 7 2438321684.46359
1519 "Disk" "Croker river" 0.15 5 7 2905063354.02728
1520 "Ellipsoid" "Croker river" 0.15 5 7 2984698358.61116
1521 "Disk" "Phillip SW Belize" 0.1 5 7 1974969940.93815
1522 "Ellipsoid" "Phillip SW Belize" 0.1 5 7 2016271783.73845
1523 "Disk" "Lake Charles" 0.1 5 7 1965729043.94698
1524 "Ellipsoid" "Lake Charles" 0.1 5 7 2029757227.57702
1525 "Disk" "McMinnville" 0.1 5 7 2365760934.59542
1526 "Ellipsoid" "McMinnville" 0.1 5 7 2470114454.9337
1527 "Disk" "Lindenberg" 0.1 5 7 2141355155.55751
1528 "Ellipsoid" "Lindenberg" 0.1 5 7 2221927630.01206
1529 "Disk" "Croker river" 0.1 5 7 2646549888.33512
1530 "Ellipsoid" "Croker river" 0.1 5 7 2723945730.20571
1531 "Disk" "Phillip SW Belize" 0.05 5 7 1793368027.05461
1532 "Ellipsoid" "Phillip SW Belize" 0.05 5 7 1836045119.04159
1533 "Disk" "Lake Charles" 0.05 5 7 1783899506.82925
1534 "Ellipsoid" "Lake Charles" 0.05 5 7 1848553952.57311
1535 "Disk" "McMinnville" 0.05 5 7 2146486481.89138
1536 "Ellipsoid" "McMinnville" 0.05 5 7 2250146974.34446
1537 "Disk" "Lindenberg" 0.05 5 7 1944283697.4904
1538 "Ellipsoid" "Lindenberg" 0.05 5 7 2023052924.28626
1539 "Disk" "Croker river" 0.05 5 7 2409525562.92602
1540 "Ellipsoid" "Croker river" 0.05 5 7 2484256485.41996
1541 "Disk" "Phillip SW Belize" 0 5 7 1626731342.04526
1542 "Ellipsoid" "Phillip SW Belize" 0 5 7 1670549820.31214
1543 "Disk" "Lake Charles" 0 5 7 1617431306.56289
1544 "Ellipsoid" "Lake Charles" 0 5 7 1682333862.62191
1545 "Disk" "McMinnville" 0 5 7 1945918487.20673
1546 "Ellipsoid" "McMinnville" 0 5 7 2048282899.66826
1547 "Disk" "Lindenberg" 0 5 7 1763990666.05615
1548 "Ellipsoid" "Lindenberg" 0 5 7 1840499054.07617
1549 "Disk" "Croker river" 0 5 7 2192399690.96627
1550 "Ellipsoid" "Croker river" 0 5 7 2264080875.42084
1551 "Disk" "Phillip SW Belize" 0.2 10 7 2534906732.46404
1552 "Ellipsoid" "Phillip SW Belize" 0.2 10 7 2576033461.4695
1553 "Disk" "Lake Charles" 0.2 10 7 2522445449.38844
1554 "Ellipsoid" "Lake Charles" 0.2 10 7 2591872628.35646
1555 "Disk" "McMinnville" 0.2 10 7 3019593224.16019
1556 "Ellipsoid" "McMinnville" 0.2 10 7 3134975724.76193
1557 "Disk" "Lindenberg" 0.2 10 7 2725661903.65886
1558 "Ellipsoid" "Lindenberg" 0.2 10 7 2819049431.12004
1559 "Disk" "Croker river" 0.2 10 7 3289899746.63761
1560 "Ellipsoid" "Croker river" 0.2 10 7 3390071542.58883
1561 "Disk" "Phillip SW Belize" 0.15 10 7 2325324394.2094
1562 "Ellipsoid" "Phillip SW Belize" 0.15 10 7 2367994089.40369
1563 "Disk" "Lake Charles" 0.15 10 7 2311257071.4673
1564 "Ellipsoid" "Lake Charles" 0.15 10 7 2381948736.78264
1565 "Disk" "McMinnville" 0.15 10 7 2762995990.89697
1566 "Ellipsoid" "McMinnville" 0.15 10 7 2878911983.49631
1567 "Disk" "Lindenberg" 0.15 10 7 2494569713.02612
1568 "Ellipsoid" "Lindenberg" 0.15 10 7 2587032167.11959
1569 "Disk" "Croker river" 0.15 10 7 3010049806.2755
1570 "Ellipsoid" "Croker river" 0.15 10 7 3107939820.44344
1571 "Disk" "Phillip SW Belize" 0.1 10 7 2132260778.26057
1572 "Ellipsoid" "Phillip SW Belize" 0.1 10 7 2176233260.44166
1573 "Disk" "Lake Charles" 0.1 10 7 2117075706.58049
1574 "Ellipsoid" "Lake Charles" 0.1 10 7 2188617155.93521
1575 "Disk" "McMinnville" 0.1 10 7 2527322386.70261
1576 "Ellipsoid" "McMinnville" 0.1 10 7 2643068975.67278
1577 "Disk" "Lindenberg" 0.1 10 7 2282369680.99216
1578 "Ellipsoid" "Lindenberg" 0.1 10 7 2373315618.28109
1579 "Disk" "Croker river" 0.1 10 7 2753037110.71628
1580 "Ellipsoid" "Croker river" 0.1 10 7 2848059369.39325
1581 "Disk" "Phillip SW Belize" 0.05 10 7 1954735934.14184
1582 "Ellipsoid" "Phillip SW Belize" 0.05 10 7 1999758232.59961
1583 "Disk" "Lake Charles" 0.05 10 7 1938873795.51443
1584 "Ellipsoid" "Lake Charles" 0.05 10 7 2010845052.65024
1585 "Disk" "McMinnville" 0.05 10 7 2311221924.54016
1586 "Ellipsoid" "McMinnville" 0.05 10 7 2426114016.80771
1587 "Disk" "Lindenberg" 0.05 10 7 2087786011.17914
1588 "Ellipsoid" "Lindenberg" 0.05 10 7 2176657403.93778
1589 "Disk" "Croker river" 0.05 10 7 2517186378.64788
1590 "Ellipsoid" "Croker river" 0.05 10 7 2608806173.18172
1591 "Disk" "Phillip SW Belize" 0 10 7 1791813814.09623
1592 "Ellipsoid" "Phillip SW Belize" 0 10 7 1837621919.93465
1593 "Disk" "Lake Charles" 0 10 7 1775672630.64256
1594 "Ellipsoid" "Lake Charles" 0 10 7 1847649737.70969
1595 "Disk" "McMinnville" 0 10 7 2113416705.34792
1596 "Ellipsoid" "McMinnville" 0 10 7 2226788056.15116
1597 "Disk" "Lindenberg" 0 10 7 1909614509.27821
1598 "Ellipsoid" "Lindenberg" 0 10 7 1995887034.48359
1599 "Disk" "Croker river" 0 10 7 2300933427.72639
1600 "Ellipsoid" "Croker river" 0 10 7 2388664496.37421
1601 "Disk" "Phillip SW Belize" 0.2 15 7 2792346343.4781
1602 "Ellipsoid" "Phillip SW Belize" 0.2 15 7 2842218067.71062
1603 "Disk" "Lake Charles" 0.2 15 7 2775391132.48916
1604 "Ellipsoid" "Lake Charles" 0.2 15 7 2859180688.22277
1605 "Disk" "McMinnville" 0.2 15 7 3298180394.55011
1606 "Ellipsoid" "McMinnville" 0.2 15 7 3440070019.50015
1607 "Disk" "Lindenberg" 0.2 15 7 2969317205.71232
1608 "Ellipsoid" "Lindenberg" 0.2 15 7 3094509300.46032
1609 "Disk" "Croker river" 0.2 15 7 3477156449.33971
1610 "Ellipsoid" "Croker river" 0.2 15 7 3641462528.61996
1611 "Disk" "Phillip SW Belize" 0.15 15 7 2588462829.21767
1612 "Ellipsoid" "Phillip SW Belize" 0.15 15 7 2639457471.21216
1613 "Disk" "Lake Charles" 0.15 15 7 2569084833.74914
1614 "Ellipsoid" "Lake Charles" 0.15 15 7 2654279582.08978
1615 "Disk" "McMinnville" 0.15 15 7 3046252822.27412
1616 "Ellipsoid" "McMinnville" 0.15 15 7 3189618963.89633
1617 "Disk" "Lindenberg" 0.15 15 7 2742055532.63366
1618 "Ellipsoid" "Lindenberg" 0.15 15 7 2867470395.37416
1619 "Disk" "Croker river" 0.15 15 7 3199876294.32041
1620 "Ellipsoid" "Croker river" 0.15 15 7 3363415455.21577
1621 "Disk" "Phillip SW Belize" 0.1 15 7 2400263754.72002
1622 "Ellipsoid" "Phillip SW Belize" 0.1 15 7 2452131045.57395
1623 "Disk" "Lake Charles" 0.1 15 7 2378876845.61199
1624 "Ellipsoid" "Lake Charles" 0.1 15 7 2465090667.96218
1625 "Disk" "McMinnville" 0.1 15 7 2814188627.0061
1626 "Ellipsoid" "McMinnville" 0.1 15 7 2958383281.76358
1627 "Disk" "Lindenberg" 0.1 15 7 2532759560.82939
1628 "Ellipsoid" "Lindenberg" 0.1 15 7 2657826266.73134
1629 "Disk" "Croker river" 0.1 15 7 2944756634.52053
1630 "Ellipsoid" "Croker river" 0.1 15 7 3106786824.42662
1631 "Disk" "Phillip SW Belize" 0.05 15 7 2226827070.18044
1632 "Ellipsoid" "Phillip SW Belize" 0.05 15 7 2279315048.0403
