"ExNum" "CrownShape" "WeatherStation" "CrownTransmissibility" "ForestGapSize" "PlotID" "TotalRad"
409 "Disk" "Croker river" 0.2 20 2 3903937867.88646
410 "Ellipsoid" "Croker river" 0.2 20 2 4197478602.3963
411 "Disk" "Phillip SW Belize" 0.15 20 2 2811477760.20062
412 "Ellipsoid" "Phillip SW Belize" 0.15 20 2 2897461165.18195
413 "Disk" "Lake Charles" 0.15 20 2 2886828745.5599
414 "Ellipsoid" "Lake Charles" 0.15 20 2 2974370468.92538
415 "Disk" "McMinnville" 0.15 20 2 3536986113.21588
416 "Ellipsoid" "McMinnville" 0.15 20 2 3674091164.67182
417 "Disk" "Lindenberg" 0.15 20 2 3223845573.38755
418 "Ellipsoid" "Lindenberg" 0.15 20 2 3371495585.824
419 "Disk" "Croker river" 0.15 20 2 3630297231.54299
420 "Ellipsoid" "Croker river" 0.15 20 2 3934520839.53784
421 "Disk" "Phillip SW Belize" 0.1 20 2 2639995336.41763
422 "Ellipsoid" "Phillip SW Belize" 0.1 20 2 2727908095.30376
423 "Disk" "Lake Charles" 0.1 20 2 2712483493.91326
424 "Ellipsoid" "Lake Charles" 0.1 20 2 2802018626.49505
425 "Disk" "McMinnville" 0.1 20 2 3319915604.87488
426 "Ellipsoid" "McMinnville" 0.1 20 2 3460779549.92193
427 "Disk" "Lindenberg" 0.1 20 2 3025623446.42168
428 "Ellipsoid" "Lindenberg" 0.1 20 2 3177664642.34798
429 "Disk" "Croker river" 0.1 20 2 3377253008.57735
430 "Ellipsoid" "Croker river" 0.1 20 2 3691361528.31314
431 "Disk" "Phillip SW Belize" 0.05 20 2 2482878467.45248
432 "Ellipsoid" "Phillip SW Belize" 0.05 20 2 2572444233.74134
433 "Disk" "Lake Charles" 0.05 20 2 2552612812.3728
434 "Ellipsoid" "Lake Charles" 0.05 20 2 2643764574.63071
435 "Disk" "McMinnville" 0.05 20 2 3120033408.73002
436 "Ellipsoid" "McMinnville" 0.05 20 2 3264190180.64783
437 "Disk" "Lindenberg" 0.05 20 2 2842737374.01761
438 "Ellipsoid" "Lindenberg" 0.05 20 2 2998735428.6899
439 "Disk" "Croker river" 0.05 20 2 3143327543.60459
440 "Ellipsoid" "Croker river" 0.05 20 2 3466550509.7423
441 "Disk" "Phillip SW Belize" 0 20 2 2339173601.30069
442 "Ellipsoid" "Phillip SW Belize" 0 20 2 2430133337.28627
443 "Disk" "Lake Charles" 0 20 2 2406264756.45427
444 "Ellipsoid" "Lake Charles" 0 20 2 2498661755.96991
445 "Disk" "McMinnville" 0 20 2 2936162408.55319
446 "Ellipsoid" "McMinnville" 0 20 2 3083156422.99333
447 "Disk" "Lindenberg" 0 20 2 2674120999.69725
448 "Ellipsoid" "Lindenberg" 0 20 2 2833653413.31033
449 "Disk" "Croker river" 0 20 2 2927143443.34909
450 "Ellipsoid" "Croker river" 0 20 2 3258738043.49276
451 "Disk" "Phillip SW Belize" 0.2 25 2 3388108571.18061
452 "Ellipsoid" "Phillip SW Belize" 0.2 25 2 3486856805.51123
453 "Disk" "Lake Charles" 0.2 25 2 3461426374.40519
454 "Ellipsoid" "Lake Charles" 0.2 25 2 3565303022.09839
455 "Disk" "McMinnville" 0.2 25 2 4191706996.63456
456 "Ellipsoid" "McMinnville" 0.2 25 2 4359228949.73378
457 "Disk" "Lindenberg" 0.2 25 2 3804249056.35944
458 "Ellipsoid" "Lindenberg" 0.2 25 2 3987350652.74562
459 "Disk" "Croker river" 0.2 25 2 4171776129.25543
460 "Ellipsoid" "Croker river" 0.2 25 2 4550133898.50916
461 "Disk" "Phillip SW Belize" 0.15 25 2 3213513107.72671
462 "Ellipsoid" "Phillip SW Belize" 0.15 25 2 3313693221.46955
463 "Disk" "Lake Charles" 0.15 25 2 3283762785.72996
464 "Ellipsoid" "Lake Charles" 0.15 25 2 3389329795.21173
465 "Disk" "McMinnville" 0.15 25 2 3970370421.11413
466 "Ellipsoid" "McMinnville" 0.15 25 2 4141184651.58739
467 "Disk" "Lindenberg" 0.15 25 2 3602588131.4978
468 "Ellipsoid" "Lindenberg" 0.15 25 2 3789640806.68889
469 "Disk" "Croker river" 0.15 25 2 3909884987.93249
470 "Ellipsoid" "Croker river" 0.15 25 2 4298449964.45713
471 "Disk" "Phillip SW Belize" 0.1 25 2 3053320466.55389
472 "Ellipsoid" "Phillip SW Belize" 0.1 25 2 3154546696.52014
473 "Disk" "Lake Charles" 0.1 25 2 3120693690.79013
474 "Ellipsoid" "Lake Charles" 0.1 25 2 3227440632.55255
475 "Disk" "McMinnville" 0.1 25 2 3766651127.41985
476 "Ellipsoid" "McMinnville" 0.1 25 2 3940043168.08632
477 "Disk" "Lindenberg" 0.1 25 2 3416738772.38471
478 "Ellipsoid" "Lindenberg" 0.1 25 2 3607040658.59381
479 "Disk" "Croker river" 0.1 25 2 3668250706.02213
480 "Ellipsoid" "Croker river" 0.1 25 2 4065805996.63316
481 "Disk" "Phillip SW Belize" 0.05 25 2 2906592193.37294
482 "Ellipsoid" "Phillip SW Belize" 0.05 25 2 3008508470.84476
483 "Disk" "Lake Charles" 0.05 25 2 2971289795.621
484 "Ellipsoid" "Lake Charles" 0.05 25 2 3078718781.11864
485 "Disk" "McMinnville" 0.05 25 2 3579383254.9646
486 "Ellipsoid" "McMinnville" 0.05 25 2 3754658075.89748
487 "Disk" "Lindenberg" 0.05 25 2 3245634066.49924
488 "Ellipsoid" "Lindenberg" 0.05 25 2 3438506940.95287
489 "Disk" "Croker river" 0.05 25 2 3445428215.93806
490 "Ellipsoid" "Croker river" 0.05 25 2 3850812970.62894
491 "Disk" "Phillip SW Belize" 0 25 2 2772439648.30296
492 "Ellipsoid" "Phillip SW Belize" 0 25 2 2874718639.03288
493 "Disk" "Lake Charles" 0 25 2 2834671883.3051
494 "Ellipsoid" "Lake Charles" 0 25 2 2942297091.5969
495 "Disk" "McMinnville" 0 25 2 3407470452.15754
496 "Ellipsoid" "McMinnville" 0 25 2 3583951148.29474
497 "Disk" "Lindenberg" 0 25 2 3088273194.2753
498 "Ellipsoid" "Lindenberg" 0 25 2 3283060975.82221
499 "Disk" "Croker river" 0 25 2 3240071346.35371
500 "Ellipsoid" "Croker river" 0 25 2 3652178362.15885
501 "Disk" "Phillip SW Belize" 0.2 5 3 2013587491.06164
502 "Ellipsoid" "Phillip SW Belize" 0.2 5 3 2073197690.56736
503 "Disk" "Lake Charles" 0.2 5 3 2070790697.48728
504 "Ellipsoid" "Lake Charles" 0.2 5 3 2128811542.24529
505 "Disk" "McMinnville" 0.2 5 3 2611572601.20964
506 "Ellipsoid" "McMinnville" 0.2 5 3 2671776762.29455
507 "Disk" "Lindenberg" 0.2 5 3 2398436034.80537
508 "Ellipsoid" "Lindenberg" 0.2 5 3 2444416668.13017
509 "Disk" "Croker river" 0.2 5 3 3173287924.92022
510 "Ellipsoid" "Croker river" 0.2 5 3 3177874899.90542
511 "Disk" "Phillip SW Belize" 0.15 5 3 1802730802.25506
512 "Ellipsoid" "Phillip SW Belize" 0.15 5 3 1864099590.30016
513 "Disk" "Lake Charles" 0.15 5 3 1858196254.2206
514 "Ellipsoid" "Lake Charles" 0.15 5 3 1918030605.2747
515 "Disk" "McMinnville" 0.15 5 3 2352217557.38984
516 "Ellipsoid" "McMinnville" 0.15 5 3 2415085746.96424
517 "Disk" "Lindenberg" 0.15 5 3 2163463719.01609
518 "Ellipsoid" "Lindenberg" 0.15 5 3 2211503931.8362
519 "Disk" "Croker river" 0.15 5 3 2892797868.69112
520 "Ellipsoid" "Croker river" 0.15 5 3 2894103390.9233
521 "Disk" "Phillip SW Belize" 0.1 5 3 1610292140.14752
522 "Ellipsoid" "Phillip SW Belize" 0.1 5 3 1673116065.04976
523 "Disk" "Lake Charles" 0.1 5 3 1664127629.29656
524 "Ellipsoid" "Lake Charles" 0.1 5 3 1725486812.35752
525 "Disk" "McMinnville" 0.1 5 3 2114970766.46331
526 "Ellipsoid" "McMinnville" 0.1 5 3 2180216618.08133
527 "Disk" "Lindenberg" 0.1 5 3 1948398588.81437
528 "Ellipsoid" "Lindenberg" 0.1 5 3 1998238696.41768
529 "Disk" "Croker river" 0.1 5 3 2635893159.92074
530 "Ellipsoid" "Croker river" 0.1 5 3 2633448346.11759
531 "Disk" "Phillip SW Belize" 0.05 5 3 1435082342.30837
532 "Ellipsoid" "Phillip SW Belize" 0.05 5 3 1499059832.18838
533 "Disk" "Lake Charles" 0.05 5 3 1487361641.23118
534 "Ellipsoid" "Lake Charles" 0.05 5 3 1549960460.13335
535 "Disk" "McMinnville" 0.05 5 3 1898295449.53106
536 "Ellipsoid" "McMinnville" 0.05 5 3 1965641709.08768
537 "Disk" "Lindenberg" 0.05 5 3 1751843603.68171
538 "Ellipsoid" "Lindenberg" 0.05 5 3 1803229605.14948
539 "Disk" "Croker river" 0.05 5 3 2400864101.96038
540 "Ellipsoid" "Croker river" 0.05 5 3 2394218189.3197
541 "Disk" "Phillip SW Belize" 0 5 3 1275972210.09443
542 "Ellipsoid" "Phillip SW Belize" 0 5 3 1340805409.91557
543 "Disk" "Lake Charles" 0 5 3 1326737938.02924
544 "Ellipsoid" "Lake Charles" 0 5 3 1390297055.71757
545 "Disk" "McMinnville" 0 5 3 1700738126.82684
546 "Ellipsoid" "McMinnville" 0 5 3 1769921452.55575
547 "Disk" "Lindenberg" 0 5 3 1572479626.60111
548 "Ellipsoid" "Lindenberg" 0 5 3 1625167614.68077
549 "Disk" "Croker river" 0 5 3 2186109705.75868
550 "Ellipsoid" "Croker river" 0 5 3 2174832389.6279
551 "Disk" "Phillip SW Belize" 0.2 10 3 2183146993.68588
552 "Ellipsoid" "Phillip SW Belize" 0.2 10 3 2250794286.62589
553 "Disk" "Lake Charles" 0.2 10 3 2233913575.78289
554 "Ellipsoid" "Lake Charles" 0.2 10 3 2304954535.96623
555 "Disk" "McMinnville" 0.2 10 3 2792417044.28482
556 "Ellipsoid" "McMinnville" 0.2 10 3 2871902327.35959
557 "Disk" "Lindenberg" 0.2 10 3 2560762980.68686
558 "Ellipsoid" "Lindenberg" 0.2 10 3 2625924843.75424
559 "Disk" "Croker river" 0.2 10 3 3313552630.42336
560 "Ellipsoid" "Croker river" 0.2 10 3 3352411967.02281
561 "Disk" "Phillip SW Belize" 0.15 10 3 1972674334.0208
562 "Ellipsoid" "Phillip SW Belize" 0.15 10 3 2041174663.51989
563 "Disk" "Lake Charles" 0.15 10 3 2020907050.81169
564 "Ellipsoid" "Lake Charles" 0.15 10 3 2093184360.71545
565 "Disk" "McMinnville" 0.15 10 3 2532039036.14808
566 "Ellipsoid" "McMinnville" 0.15 10 3 2613716432.14446
567 "Disk" "Lindenberg" 0.15 10 3 2324776415.09727
568 "Ellipsoid" "Lindenberg" 0.15 10 3 2391614409.88849
569 "Disk" "Croker river" 0.15 10 3 3032144288.00234
570 "Ellipsoid" "Croker river" 0.15 10 3 3067290388.22542
571 "Disk" "Phillip SW Belize" 0.1 10 3 1780136471.75562
572 "Ellipsoid" "Phillip SW Belize" 0.1 10 3 1849063473.53305
573 "Disk" "Lake Charles" 0.1 10 3 1825924499.92461
574 "Ellipsoid" "Lake Charles" 0.1 10 3 1899027136.34724
575 "Disk" "McMinnville" 0.1 10 3 2293198223.64849
576 "Ellipsoid" "McMinnville" 0.1 10 3 2376636929.80502
577 "Disk" "Lindenberg" 0.1 10 3 2108178151.81213
578 "Ellipsoid" "Lindenberg" 0.1 10 3 2176306578.37607
579 "Disk" "Croker river" 0.1 10 3 2773817814.17887
580 "Ellipsoid" "Croker river" 0.1 10 3 2804674105.12401
581 "Disk" "Phillip SW Belize" 0.05 10 3 1604414908.96325
582 "Ellipsoid" "Phillip SW Belize" 0.05 10 3 1673357113.22237
583 "Disk" "Lake Charles" 0.05 10 3 1647819815.80439
584 "Ellipsoid" "Lake Charles" 0.05 10 3 1721351132.34455
585 "Disk" "McMinnville" 0.05 10 3 2074452531.37769
586 "Ellipsoid" "McMinnville" 0.05 10 3 2159239120.93388
587 "Disk" "Lindenberg" 0.05 10 3 1909658021.84054
588 "Ellipsoid" "Lindenberg" 0.05 10 3 1978703393.06821
589 "Disk" "Croker river" 0.05 10 3 2536935399.83384
590 "Ellipsoid" "Croker river" 0.05 10 3 2562959142.38977
591 "Disk" "Phillip SW Belize" 0 10 3 1444443475.53553
592 "Ellipsoid" "Phillip SW Belize" 0 10 3 1513006554.67171
593 "Disk" "Lake Charles" 0 10 3 1485502186.06444
594 "Ellipsoid" "Lake Charles" 0 10 3 1559082627.58732
595 "Disk" "McMinnville" 0 10 3 1874434683.07284
596 "Ellipsoid" "McMinnville" 0 10 3 1960177776.45183
597 "Disk" "Lindenberg" 0 10 3 1727976076.6894
598 "Ellipsoid" "Lindenberg" 0 10 3 1797581191.33147
599 "Disk" "Croker river" 0 10 3 2319961807.34221
600 "Ellipsoid" "Croker river" 0 10 3 2340644512.80889
601 "Disk" "Phillip SW Belize" 0.2 15 3 2527394284.98422
602 "Ellipsoid" "Phillip SW Belize" 0.2 15 3 2615547815.68114
603 "Disk" "Lake Charles" 0.2 15 3 2596167661.62465
604 "Ellipsoid" "Lake Charles" 0.2 15 3 2683601523.53493
605 "Disk" "McMinnville" 0.2 15 3 3213089562.75206
606 "Ellipsoid" "McMinnville" 0.2 15 3 3311949371.75286
607 "Disk" "Lindenberg" 0.2 15 3 2938523918.65696
608 "Ellipsoid" "Lindenberg" 0.2 15 3 3024504203.57398
609 "Disk" "Croker river" 0.2 15 3 3616650257.00651
610 "Ellipsoid" "Croker river" 0.2 15 3 3721285711.65903
611 "Disk" "Phillip SW Belize" 0.15 15 3 2323566367.5638
612 "Ellipsoid" "Phillip SW Belize" 0.15 15 3 2413320472.05765
613 "Disk" "Lake Charles" 0.15 15 3 2391191387.93666
614 "Ellipsoid" "Lake Charles" 0.15 15 3 2480042286.70875
615 "Disk" "McMinnville" 0.15 15 3 2962812378.93122
616 "Ellipsoid" "McMinnville" 0.15 15 3 3063454392.7459
617 "Disk" "Lindenberg" 0.15 15 3 2711896946.69997
618 "Ellipsoid" "Lindenberg" 0.15 15 3 2798904934.1201
619 "Disk" "Croker river" 0.15 15 3 3342426185.29293
620 "Ellipsoid" "Croker river" 0.15 15 3 3443352558.10261
621 "Disk" "Phillip SW Belize" 0.1 15 3 2136490253.76546
622 "Ellipsoid" "Phillip SW Belize" 0.1 15 3 2227442014.61398
623 "Disk" "Lake Charles" 0.1 15 3 2203030430.82294
624 "Ellipsoid" "Lake Charles" 0.1 15 3 2292902658.24956
625 "Disk" "McMinnville" 0.1 15 3 2732718589.99502
626 "Ellipsoid" "McMinnville" 0.1 15 3 2834702740.86889
627 "Disk" "Lindenberg" 0.1 15 3 2503478822.666
628 "Ellipsoid" "Lindenberg" 0.1 15 3 2591088030.19487
629 "Disk" "Croker river" 0.1 15 3 3090394364.46433
630 "Ellipsoid" "Croker river" 0.1 15 3 3186781211.81733
631 "Disk" "Phillip SW Belize" 0.05 15 3 1965122050.42516
632 "Ellipsoid" "Phillip SW Belize" 0.05 15 3 2056893864.51089
633 "Disk" "Lake Charles" 0.05 15 3 2030608326.78185
634 "Ellipsoid" "Lake Charles" 0.05 15 3 2121133667.53228
635 "Disk" "McMinnville" 0.05 15 3 2521442362.82629
636 "Ellipsoid" "McMinnville" 0.05 15 3 2624365656.82291
637 "Disk" "Lindenberg" 0.05 15 3 2312028304.6263
638 "Ellipsoid" "Lindenberg" 0.05 15 3 2399844746.58361
639 "Disk" "Croker river" 0.05 15 3 2858984794.17958
640 "Ellipsoid" "Croker river" 0.05 15 3 2950058613.87483
641 "Disk" "Phillip SW Belize" 0 15 3 1808466514.37439
642 "Ellipsoid" "Phillip SW Belize" 0 15 3 1900707880.05188
643 "Disk" "Lake Charles" 0 15 3 1872901005.06058
644 "Ellipsoid" "Lake Charles" 0 15 3 1963740658.96231
645 "Disk" "McMinnville" 0 15 3 2327689653.76211
646 "Ellipsoid" "McMinnville" 0 15 3 2431189322.51996
647 "Disk" "Lindenberg" 0 15 3 2136371668.18773
648 "Ellipsoid" "Lindenberg" 0 15 3 2224036235.07266
649 "Disk" "Croker river" 0 15 3 2646727183.10027
650 "Ellipsoid" "Croker river" 0 15 3 2731769531.58848
651 "Disk" "Phillip SW Belize" 0.2 20 3 2907677552.29198
652 "Ellipsoid" "Phillip SW Belize" 0.2 20 3 3016525276.8119
653 "Disk" "Lake Charles" 0.2 20 3 2963860091.89341
654 "Ellipsoid" "Lake Charles" 0.2 20 3 3080644818.80094
655 "Disk" "McMinnville" 0.2 20 3 3607365059.38652
656 "Ellipsoid" "McMinnville" 0.2 20 3 3756802502.57302
657 "Disk" "Lindenberg" 0.2 20 3 3275929216.08909
658 "Ellipsoid" "Lindenberg" 0.2 20 3 3421372523.90256
659 "Disk" "Croker river" 0.2 20 3 3833965796.19594
660 "Ellipsoid" "Croker river" 0.2 20 3 4061783465.57197
661 "Disk" "Phillip SW Belize" 0.15 20 3 2714116965.64869
662 "Ellipsoid" "Phillip SW Belize" 0.15 20 3 2824273681.12095
663 "Disk" "Lake Charles" 0.15 20 3 2767947948.17468
664 "Ellipsoid" "Lake Charles" 0.15 20 3 2886572414.93869
665 "Disk" "McMinnville" 0.15 20 3 3366293410.28573
666 "Ellipsoid" "McMinnville" 0.15 20 3 3518673653.93268
667 "Disk" "Lindenberg" 0.15 20 3 3057003772.86426
668 "Ellipsoid" "Lindenberg" 0.15 20 3 3204964088.94922
669 "Disk" "Croker river" 0.15 20 3 3564742502.43902
670 "Ellipsoid" "Croker river" 0.15 20 3 3791847097.1624
671 "Disk" "Phillip SW Belize" 0.1 20 3 2536242650.51318
672 "Ellipsoid" "Phillip SW Belize" 0.1 20 3 2647206078.95186
673 "Disk" "Lake Charles" 0.1 20 3 2587749350.31794
674 "Ellipsoid" "Lake Charles" 0.1 20 3 2707755840.92408
675 "Disk" "McMinnville" 0.1 20 3 3144155493.58838
676 "Ellipsoid" "McMinnville" 0.1 20 3 3298973718.96124
677 "Disk" "Lindenberg" 0.1 20 3 2855187290.9451
678 "Ellipsoid" "Lindenberg" 0.1 20 3 3005155742.12855
679 "Disk" "Croker river" 0.1 20 3 3317004336.32209
680 "Ellipsoid" "Croker river" 0.1 20 3 3542255792.42798
681 "Disk" "Phillip SW Belize" 0.05 20 3 2373087429.81175
682 "Ellipsoid" "Phillip SW Belize" 0.05 20 3 2484388432.46612
683 "Disk" "Lake Charles" 0.05 20 3 2422263891.7199
684 "Ellipsoid" "Lake Charles" 0.05 20 3 2543232439.20914
685 "Disk" "McMinnville" 0.05 20 3 2939661759.68213
686 "Ellipsoid" "McMinnville" 0.05 20 3 3096469229.19408
687 "Disk" "Lindenberg" 0.05 20 3 2669299846.61385
688 "Ellipsoid" "Lindenberg" 0.05 20 3 2820821999.64197
689 "Disk" "Croker river" 0.05 20 3 3089216173.19413
690 "Ellipsoid" "Croker river" 0.05 20 3 3311563715.09647
691 "Disk" "Phillip SW Belize" 0 20 3 2223730828.11689
692 "Ellipsoid" "Phillip SW Belize" 0 20 3 2334934071.26128
693 "Disk" "Lake Charles" 0 20 3 2270541236.42438
694 "Ellipsoid" "Lake Charles" 0 20 3 2392090364.36611
695 "Disk" "McMinnville" 0 20 3 2751591657.92107
696 "Ellipsoid" "McMinnville" 0 20 3 2909997066.77399
697 "Disk" "Lindenberg" 0 20 3 2498226403.42189
698 "Ellipsoid" "Lindenberg" 0 20 3 2650902994.13716
699 "Disk" "Croker river" 0 20 3 2879940529.44532
700 "Ellipsoid" "Croker river" 0 20 3 3098418937.74033
701 "Disk" "Phillip SW Belize" 0.2 25 3 3446058705.02086
702 "Ellipsoid" "Phillip SW Belize" 0.2 25 3 3593847332.83547
703 "Disk" "Lake Charles" 0.2 25 3 3500623766.12956
704 "Ellipsoid" "Lake Charles" 0.2 25 3 3659870039.27851
705 "Disk" "McMinnville" 0.2 25 3 4186264619.15658
706 "Ellipsoid" "McMinnville" 0.2 25 3 4411589597.94613
707 "Disk" "Lindenberg" 0.2 25 3 3778393033.84996
708 "Ellipsoid" "Lindenberg" 0.2 25 3 4008147345.67016
709 "Disk" "Croker river" 0.2 25 3 4201406491.94346
710 "Ellipsoid" "Croker river" 0.2 25 3 4586440705.26906
711 "Disk" "Phillip SW Belize" 0.15 25 3 3268146522.26863
712 "Ellipsoid" "Phillip SW Belize" 0.15 25 3 3418376304.7957
713 "Disk" "Lake Charles" 0.15 25 3 3320337495.64133
714 "Ellipsoid" "Lake Charles" 0.15 25 3 3482699229.06849
715 "Disk" "McMinnville" 0.15 25 3 3961573901.94416
716 "Ellipsoid" "McMinnville" 0.15 25 3 4192187558.96132
717 "Disk" "Lindenberg" 0.15 25 3 3573487352.14711
718 "Ellipsoid" "Lindenberg" 0.15 25 3 3808433804.94975
719 "Disk" "Croker river" 0.15 25 3 3940874029.94406
720 "Ellipsoid" "Croker river" 0.15 25 3 4330889151.20819
721 "Disk" "Phillip SW Belize" 0.1 25 3 3104472366.71759
722 "Ellipsoid" "Phillip SW Belize" 0.1 25 3 3256553831.98462
723 "Disk" "Lake Charles" 0.1 25 3 3154343051.83112
724 "Ellipsoid" "Lake Charles" 0.1 25 3 3319288024.85711
725 "Disk" "McMinnville" 0.1 25 3 3754339723.90626
726 "Ellipsoid" "McMinnville" 0.1 25 3 3989558109.64138
727 "Disk" "Lindenberg" 0.1 25 3 3384447804.57398
728 "Ellipsoid" "Lindenberg" 0.1 25 3 3623850019.53192
729 "Disk" "Croker river" 0.1 25 3 3700875583.97678
730 "Ellipsoid" "Croker river" 0.1 25 3 4094394537.9453
731 "Disk" "Phillip SW Belize" 0.05 25 3 2954154022.45076
732 "Ellipsoid" "Phillip SW Belize" 0.05 25 3 3107538733.19539
733 "Disk" "Lake Charles" 0.05 25 3 3001725934.4703
734 "Ellipsoid" "Lake Charles" 0.05 25 3 3168770263.14772
735 "Disk" "McMinnville" 0.05 25 3 3563375731.40154
736 "Ellipsoid" "McMinnville" 0.05 25 3 3802583628.34455
737 "Disk" "Lindenberg" 0.05 25 3 3210189143.3084
738 "Ellipsoid" "Lindenberg" 0.05 25 3 3453376168.80923
739 "Disk" "Croker river" 0.05 25 3 3479954398.53535
740 "Ellipsoid" "Croker river" 0.05 25 3 3875612482.55569
741 "Disk" "Phillip SW Belize" 0 25 3 2816351329.03571
742 "Ellipsoid" "Phillip SW Belize" 0 25 3 2970532034.39408
743 "Disk" "Lake Charles" 0 25 3 2861616822.03007
744 "Ellipsoid" "Lake Charles" 0 25 3 3030324892.32427
745 "Disk" "McMinnville" 0 25 3 3387557947.15368
746 "Ellipsoid" "McMinnville" 0 25 3 3630209487.82682
747 "Disk" "Lindenberg" 0 25 3 3049684456.7611
748 "Ellipsoid" "Lindenberg" 0 25 3 3296051166.46163
749 "Disk" "Croker river" 0 25 3 3276744418.82322
750 "Ellipsoid" "Croker river" 0 25 3 3673285239.7641
751 "Disk" "Phillip SW Belize" 0.2 5 4 1982988526.07647
752 "Ellipsoid" "Phillip SW Belize" 0.2 5 4 1985470276.86491
753 "Disk" "Lake Charles" 0.2 5 4 2003060621.58077
754 "Ellipsoid" "Lake Charles" 0.2 5 4 2017221739.6843
755 "Disk" "McMinnville" 0.2 5 4 2556771935.10123
756 "Ellipsoid" "McMinnville" 0.2 5 4 2545293238.1934
757 "Disk" "Lindenberg" 0.2 5 4 2358293350.02461
758 "Ellipsoid" "Lindenberg" 0.2 5 4 2337615742.14507
759 "Disk" "Croker river" 0.2 5 4 3097558505.57871
760 "Ellipsoid" "Croker river" 0.2 5 4 3022148588.15024
761 "Disk" "Phillip SW Belize" 0.15 5 4 1768709663.85028
762 "Ellipsoid" "Phillip SW Belize" 0.15 5 4 1770636772.4648
763 "Disk" "Lake Charles" 0.15 5 4 1788465886.85245
764 "Ellipsoid" "Lake Charles" 0.15 5 4 1801046611.69899
765 "Disk" "McMinnville" 0.15 5 4 2301135845.70039
766 "Ellipsoid" "McMinnville" 0.15 5 4 2286537237.94276
767 "Disk" "Lindenberg" 0.15 5 4 2128610018.98848
768 "Ellipsoid" "Lindenberg" 0.15 5 4 2105233283.52609
769 "Disk" "Croker river" 0.15 5 4 2822785047.92954
770 "Ellipsoid" "Croker river" 0.15 5 4 2743411905.41317
771 "Disk" "Phillip SW Belize" 0.1 5 4 1572518414.99419
772 "Ellipsoid" "Phillip SW Belize" 0.1 5 4 1573860242.08589
773 "Disk" "Lake Charles" 0.1 5 4 1592153393.29878
774 "Ellipsoid" "Lake Charles" 0.1 5 4 1603071132.77314
775 "Disk" "McMinnville" 0.1 5 4 2067451088.43371
776 "Ellipsoid" "McMinnville" 0.1 5 4 2049686103.16592
777 "Disk" "Lindenberg" 0.1 5 4 1918687872.21162
778 "Ellipsoid" "Lindenberg" 0.1 5 4 1892586895.67091
779 "Disk" "Croker river" 0.1 5 4 2571275419.05569
780 "Ellipsoid" "Croker river" 0.1 5 4 2488127435.06093
781 "Disk" "Phillip SW Belize" 0.05 5 4 1393228472.88177
782 "Ellipsoid" "Phillip SW Belize" 0.05 5 4 1393955165.78106
783 "Disk" "Lake Charles" 0.05 5 4 1412866435.29171
784 "Ellipsoid" "Lake Charles" 0.05 5 4 1422055736.54857
785 "Disk" "McMinnville" 0.05 5 4 1854124383.59985
786 "Ellipsoid" "McMinnville" 0.05 5 4 1833160981.61939
787 "Disk" "Lindenberg" 0.05 5 4 1727064365.7935
788 "Ellipsoid" "Lindenberg" 0.05 5 4 1698220951.14553
789 "Disk" "Croker river" 0.05 5 4 2341222316.25531
790 "Ellipsoid" "Croker river" 0.05 5 4 2254486772.89667
791 "Disk" "Phillip SW Belize" 0 5 4 1229716983.38628
792 "Ellipsoid" "Phillip SW Belize" 0 5 4 1229798368.67897
793 "Disk" "Lake Charles" 0 5 4 1249417700.94475
794 "Ellipsoid" "Lake Charles" 0 5 4 1256827987.72771
795 "Disk" "McMinnville" 0 5 4 1659660685.59626
796 "Ellipsoid" "McMinnville" 0 5 4 1635478293.34539
797 "Disk" "Lindenberg" 0 5 4 1552370328.58294
798 "Ellipsoid" "Lindenberg" 0 5 4 1520771293.34792
799 "Disk" "Croker river" 0 5 4 2130948039.66828
800 "Ellipsoid" "Croker river" 0 5 4 2040808626.1223
801 "Disk" "Phillip SW Belize" 0.2 10 4 2223272987.34493
802 "Ellipsoid" "Phillip SW Belize" 0.2 10 4 2233752677.12893
803 "Disk" "Lake Charles" 0.2 10 4 2237537759.91454
804 "Ellipsoid" "Lake Charles" 0.2 10 4 2264023838.45187
805 "Disk" "McMinnville" 0.2 10 4 2811920607.17279
806 "Ellipsoid" "McMinnville" 0.2 10 4 2817565379.04705
807 "Disk" "Lindenberg" 0.2 10 4 2581329939.60442
808 "Ellipsoid" "Lindenberg" 0.2 10 4 2578424009.05047
809 "Disk" "Croker river" 0.2 10 4 3271328026.0546
810 "Ellipsoid" "Croker river" 0.2 10 4 3235462896.1388
811 "Disk" "Phillip SW Belize" 0.15 10 4 2014110332.6546
812 "Ellipsoid" "Phillip SW Belize" 0.15 10 4 2023949078.25958
813 "Disk" "Lake Charles" 0.15 10 4 2027606575.67388
814 "Ellipsoid" "Lake Charles" 0.15 10 4 2052539826.71891
815 "Disk" "McMinnville" 0.15 10 4 2560558929.8273
816 "Ellipsoid" "McMinnville" 0.15 10 4 2563059733.68538
817 "Disk" "Lindenberg" 0.15 10 4 2354933737.05459
818 "Ellipsoid" "Lindenberg" 0.15 10 4 2349286031.01789
819 "Disk" "Croker river" 0.15 10 4 2997983450.24082
820 "Ellipsoid" "Croker river" 0.15 10 4 2958317787.76239
821 "Disk" "Phillip SW Belize" 0.1 10 4 1822162702.8391
822 "Ellipsoid" "Phillip SW Belize" 0.1 10 4 1831318436.83627
