"ExNum" "CrownShape" "WeatherStation" "CrownTransmissibility" "ForestGapSize" "PlotID" "TotalFull"
1863 "Disk" "Lake Charles" 0.15 15 8 2567820
1864 "Ellipsoid" "Lake Charles" 0.15 15 8 1178463
1865 "Disk" "McMinnville" 0.15 15 8 2915750
1866 "Ellipsoid" "McMinnville" 0.15 15 8 1006988
1867 "Disk" "Lindenberg" 0.15 15 8 2926195
1868 "Ellipsoid" "Lindenberg" 0.15 15 8 888533
1869 "Disk" "Croker river" 0.15 15 8 3901746
1870 "Ellipsoid" "Croker river" 0.15 15 8 547282
1871 "Disk" "Phillip SW Belize" 0.1 15 8 2461443
1872 "Ellipsoid" "Phillip SW Belize" 0.1 15 8 1206443
1873 "Disk" "Lake Charles" 0.1 15 8 2567820
1874 "Ellipsoid" "Lake Charles" 0.1 15 8 1178463
1875 "Disk" "McMinnville" 0.1 15 8 2915750
1876 "Ellipsoid" "McMinnville" 0.1 15 8 1006988
1877 "Disk" "Lindenberg" 0.1 15 8 2926195
1878 "Ellipsoid" "Lindenberg" 0.1 15 8 888533
1879 "Disk" "Croker river" 0.1 15 8 3901746
1880 "Ellipsoid" "Croker river" 0.1 15 8 547282
1881 "Disk" "Phillip SW Belize" 0.05 15 8 2461443
1882 "Ellipsoid" "Phillip SW Belize" 0.05 15 8 1206443
1883 "Disk" "Lake Charles" 0.05 15 8 2567820
1884 "Ellipsoid" "Lake Charles" 0.05 15 8 1178463
1885 "Disk" "McMinnville" 0.05 15 8 2915750
1886 "Ellipsoid" "McMinnville" 0.05 15 8 1006988
1887 "Disk" "Lindenberg" 0.05 15 8 2926195
1888 "Ellipsoid" "Lindenberg" 0.05 15 8 888533
1889 "Disk" "Croker river" 0.05 15 8 3901746
1890 "Ellipsoid" "Croker river" 0.05 15 8 547282
1891 "Disk" "Phillip SW Belize" 0 15 8 2461443
1892 "Ellipsoid" "Phillip SW Belize" 0 15 8 1206443
1893 "Disk" "Lake Charles" 0 15 8 2567820
1894 "Ellipsoid" "Lake Charles" 0 15 8 1178463
1895 "Disk" "McMinnville" 0 15 8 2915750
1896 "Ellipsoid" "McMinnville" 0 15 8 1006988
1897 "Disk" "Lindenberg" 0 15 8 2926195
1898 "Ellipsoid" "Lindenberg" 0 15 8 888533
1899 "Disk" "Croker river" 0 15 8 3901746
1900 "Ellipsoid" "Croker river" 0 15 8 547282
1901 "Disk" "Phillip SW Belize" 0.2 20 8 3236522
1902 "Ellipsoid" "Phillip SW Belize" 0.2 20 8 2115300
1903 "Disk" "Lake Charles" 0.2 20 8 3352586
1904 "Ellipsoid" "Lake Charles" 0.2 20 8 2110923
1905 "Disk" "McMinnville" 0.2 20 8 3667327
1906 "Ellipsoid" "McMinnville" 0.2 20 8 1908528
1907 "Disk" "Lindenberg" 0.2 20 8 3634722
1908 "Ellipsoid" "Lindenberg" 0.2 20 8 1750083
1909 "Disk" "Croker river" 0.2 20 8 4399620
1910 "Ellipsoid" "Croker river" 0.2 20 8 1219281
1911 "Disk" "Phillip SW Belize" 0.15 20 8 3236522
1912 "Ellipsoid" "Phillip SW Belize" 0.15 20 8 2115300
1913 "Disk" "Lake Charles" 0.15 20 8 3352586
1914 "Ellipsoid" "Lake Charles" 0.15 20 8 2110923
1915 "Disk" "McMinnville" 0.15 20 8 3667327
1916 "Ellipsoid" "McMinnville" 0.15 20 8 1908528
1917 "Disk" "Lindenberg" 0.15 20 8 3634722
1918 "Ellipsoid" "Lindenberg" 0.15 20 8 1750083
1919 "Disk" "Croker river" 0.15 20 8 4399620
1920 "Ellipsoid" "Croker river" 0.15 20 8 1219281
1921 "Disk" "Phillip SW Belize" 0.1 20 8 3236522
1922 "Ellipsoid" "Phillip SW Belize" 0.1 20 8 2115300
1923 "Disk" "Lake Charles" 0.1 20 8 3352586
1924 "Ellipsoid" "Lake Charles" 0.1 20 8 2110923
1925 "Disk" "McMinnville" 0.1 20 8 3667327
1926 "Ellipsoid" "McMinnville" 0.1 20 8 1908528
1927 "Disk" "Lindenberg" 0.1 20 8 3634722
1928 "Ellipsoid" "Lindenberg" 0.1 20 8 1750083
1929 "Disk" "Croker river" 0.1 20 8 4399620
1930 "Ellipsoid" "Croker river" 0.1 20 8 1219281
1931 "Disk" "Phillip SW Belize" 0.05 20 8 3236522
1932 "Ellipsoid" "Phillip SW Belize" 0.05 20 8 2115300
1933 "Disk" "Lake Charles" 0.05 20 8 3352586
1934 "Ellipsoid" "Lake Charles" 0.05 20 8 2110923
1935 "Disk" "McMinnville" 0.05 20 8 3667327
1936 "Ellipsoid" "McMinnville" 0.05 20 8 1908528
1937 "Disk" "Lindenberg" 0.05 20 8 3634722
1938 "Ellipsoid" "Lindenberg" 0.05 20 8 1750083
1939 "Disk" "Croker river" 0.05 20 8 4399620
1940 "Ellipsoid" "Croker river" 0.05 20 8 1219281
1941 "Disk" "Phillip SW Belize" 0 20 8 3236522
1942 "Ellipsoid" "Phillip SW Belize" 0 20 8 2115300
1943 "Disk" "Lake Charles" 0 20 8 3352586
1944 "Ellipsoid" "Lake Charles" 0 20 8 2110923
1945 "Disk" "McMinnville" 0 20 8 3667327
1946 "Ellipsoid" "McMinnville" 0 20 8 1908528
1947 "Disk" "Lindenberg" 0 20 8 3634722
1948 "Ellipsoid" "Lindenberg" 0 20 8 1750083
1949 "Disk" "Croker river" 0 20 8 4399620
1950 "Ellipsoid" "Croker river" 0 20 8 1219281
1951 "Disk" "Phillip SW Belize" 0.2 25 8 3928624
1952 "Ellipsoid" "Phillip SW Belize" 0.2 25 8 2897935
1953 "Disk" "Lake Charles" 0.2 25 8 4040245
1954 "Ellipsoid" "Lake Charles" 0.2 25 8 2916412
1955 "Disk" "McMinnville" 0.2 25 8 4315391
1956 "Ellipsoid" "McMinnville" 0.2 25 8 2718026
1957 "Disk" "Lindenberg" 0.2 25 8 4243669
1958 "Ellipsoid" "Lindenberg" 0.2 25 8 2552186
1959 "Disk" "Croker river" 0.2 25 8 4818692
1960 "Ellipsoid" "Croker river" 0.2 25 8 1914726
1961 "Disk" "Phillip SW Belize" 0.15 25 8 3928624
1962 "Ellipsoid" "Phillip SW Belize" 0.15 25 8 2897935
1963 "Disk" "Lake Charles" 0.15 25 8 4040245
1964 "Ellipsoid" "Lake Charles" 0.15 25 8 2916412
1965 "Disk" "McMinnville" 0.15 25 8 4315391
1966 "Ellipsoid" "McMinnville" 0.15 25 8 2718026
1967 "Disk" "Lindenberg" 0.15 25 8 4243669
1968 "Ellipsoid" "Lindenberg" 0.15 25 8 2552186
1969 "Disk" "Croker river" 0.15 25 8 4818692
1970 "Ellipsoid" "Croker river" 0.15 25 8 1914726
1971 "Disk" "Phillip SW Belize" 0.1 25 8 3928624
1972 "Ellipsoid" "Phillip SW Belize" 0.1 25 8 2897935
1973 "Disk" "Lake Charles" 0.1 25 8 4040245
1974 "Ellipsoid" "Lake Charles" 0.1 25 8 2916412
1975 "Disk" "McMinnville" 0.1 25 8 4315391
1976 "Ellipsoid" "McMinnville" 0.1 25 8 2718026
1977 "Disk" "Lindenberg" 0.1 25 8 4243669
1978 "Ellipsoid" "Lindenberg" 0.1 25 8 2552186
1979 "Disk" "Croker river" 0.1 25 8 4818692
1980 "Ellipsoid" "Croker river" 0.1 25 8 1914726
1981 "Disk" "Phillip SW Belize" 0.05 25 8 3928624
1982 "Ellipsoid" "Phillip SW Belize" 0.05 25 8 2897935
1983 "Disk" "Lake Charles" 0.05 25 8 4040245
1984 "Ellipsoid" "Lake Charles" 0.05 25 8 2916412
1985 "Disk" "McMinnville" 0.05 25 8 4315391
1986 "Ellipsoid" "McMinnville" 0.05 25 8 2718026
1987 "Disk" "Lindenberg" 0.05 25 8 4243669
1988 "Ellipsoid" "Lindenberg" 0.05 25 8 2552186
1989 "Disk" "Croker river" 0.05 25 8 4818692
1990 "Ellipsoid" "Croker river" 0.05 25 8 1914726
1991 "Disk" "Phillip SW Belize" 0 25 8 3928624
1992 "Ellipsoid" "Phillip SW Belize" 0 25 8 2897935
1993 "Disk" "Lake Charles" 0 25 8 4040245
1994 "Ellipsoid" "Lake Charles" 0 25 8 2916412
1995 "Disk" "McMinnville" 0 25 8 4315391
1996 "Ellipsoid" "McMinnville" 0 25 8 2718026
1997 "Disk" "Lindenberg" 0 25 8 4243669
1998 "Ellipsoid" "Lindenberg" 0 25 8 2552186
1999 "Disk" "Croker river" 0 25 8 4818692
2000 "Ellipsoid" "Croker river" 0 25 8 1914726
2001 "Disk" "Phillip SW Belize" 0.2 5 9 1921297
2002 "Ellipsoid" "Phillip SW Belize" 0.2 5 9 693147
2003 "Disk" "Lake Charles" 0.2 5 9 1904799
2004 "Ellipsoid" "Lake Charles" 0.2 5 9 594166
2005 "Disk" "McMinnville" 0.2 5 9 2097094
2006 "Ellipsoid" "McMinnville" 0.2 5 9 391421
2007 "Disk" "Lindenberg" 0.2 5 9 2097618
2008 "Ellipsoid" "Lindenberg" 0.2 5 9 298430
2009 "Disk" "Croker river" 0.2 5 9 3146481
2010 "Ellipsoid" "Croker river" 0.2 5 9 103809
2011 "Disk" "Phillip SW Belize" 0.15 5 9 1921297
2012 "Ellipsoid" "Phillip SW Belize" 0.15 5 9 693147
2013 "Disk" "Lake Charles" 0.15 5 9 1904799
2014 "Ellipsoid" "Lake Charles" 0.15 5 9 594166
2015 "Disk" "McMinnville" 0.15 5 9 2097094
2016 "Ellipsoid" "McMinnville" 0.15 5 9 391421
2017 "Disk" "Lindenberg" 0.15 5 9 2097618
2018 "Ellipsoid" "Lindenberg" 0.15 5 9 298430
2019 "Disk" "Croker river" 0.15 5 9 3146481
2020 "Ellipsoid" "Croker river" 0.15 5 9 103809
2021 "Disk" "Phillip SW Belize" 0.1 5 9 1921297
2022 "Ellipsoid" "Phillip SW Belize" 0.1 5 9 693147
2023 "Disk" "Lake Charles" 0.1 5 9 1904799
2024 "Ellipsoid" "Lake Charles" 0.1 5 9 594166
2025 "Disk" "McMinnville" 0.1 5 9 2097094
2026 "Ellipsoid" "McMinnville" 0.1 5 9 391421
2027 "Disk" "Lindenberg" 0.1 5 9 2097618
2028 "Ellipsoid" "Lindenberg" 0.1 5 9 298430
2029 "Disk" "Croker river" 0.1 5 9 3146481
2030 "Ellipsoid" "Croker river" 0.1 5 9 103809
2031 "Disk" "Phillip SW Belize" 0.05 5 9 1921297
2032 "Ellipsoid" "Phillip SW Belize" 0.05 5 9 693147
2033 "Disk" "Lake Charles" 0.05 5 9 1904799
2034 "Ellipsoid" "Lake Charles" 0.05 5 9 594166
2035 "Disk" "McMinnville" 0.05 5 9 2097094
2036 "Ellipsoid" "McMinnville" 0.05 5 9 391421
2037 "Disk" "Lindenberg" 0.05 5 9 2097618
2038 "Ellipsoid" "Lindenberg" 0.05 5 9 298430
2039 "Disk" "Croker river" 0.05 5 9 3146481
2040 "Ellipsoid" "Croker river" 0.05 5 9 103809
2041 "Disk" "Phillip SW Belize" 0 5 9 1921297
2042 "Ellipsoid" "Phillip SW Belize" 0 5 9 693147
2043 "Disk" "Lake Charles" 0 5 9 1904799
2044 "Ellipsoid" "Lake Charles" 0 5 9 594166
2045 "Disk" "McMinnville" 0 5 9 2097094
2046 "Ellipsoid" "McMinnville" 0 5 9 391421
2047 "Disk" "Lindenberg" 0 5 9 2097618
2048 "Ellipsoid" "Lindenberg" 0 5 9 298430
2049 "Disk" "Croker river" 0 5 9 3146481
2050 "Ellipsoid" "Croker river" 0 5 9 103809
2051 "Disk" "Phillip SW Belize" 0.2 10 9 2162700
2052 "Ellipsoid" "Phillip SW Belize" 0.2 10 9 894446
2053 "Disk" "Lake Charles" 0.2 10 9 2152189
2054 "Ellipsoid" "Lake Charles" 0.2 10 9 800101
2055 "Disk" "McMinnville" 0.2 10 9 2341998
2056 "Ellipsoid" "McMinnville" 0.2 10 9 580571
2057 "Disk" "Lindenberg" 0.2 10 9 2335978
2058 "Ellipsoid" "Lindenberg" 0.2 10 9 466693
2059 "Disk" "Croker river" 0.2 10 9 3330836
2060 "Ellipsoid" "Croker river" 0.2 10 9 190572
2061 "Disk" "Phillip SW Belize" 0.15 10 9 2162700
2062 "Ellipsoid" "Phillip SW Belize" 0.15 10 9 894446
2063 "Disk" "Lake Charles" 0.15 10 9 2152189
2064 "Ellipsoid" "Lake Charles" 0.15 10 9 800101
2065 "Disk" "McMinnville" 0.15 10 9 2341998
2066 "Ellipsoid" "McMinnville" 0.15 10 9 580571
2067 "Disk" "Lindenberg" 0.15 10 9 2335978
2068 "Ellipsoid" "Lindenberg" 0.15 10 9 466693
2069 "Disk" "Croker river" 0.15 10 9 3330836
2070 "Ellipsoid" "Croker river" 0.15 10 9 190572
2071 "Disk" "Phillip SW Belize" 0.1 10 9 2162700
2072 "Ellipsoid" "Phillip SW Belize" 0.1 10 9 894446
2073 "Disk" "Lake Charles" 0.1 10 9 2152189
2074 "Ellipsoid" "Lake Charles" 0.1 10 9 800101
2075 "Disk" "McMinnville" 0.1 10 9 2341998
2076 "Ellipsoid" "McMinnville" 0.1 10 9 580571
2077 "Disk" "Lindenberg" 0.1 10 9 2335978
2078 "Ellipsoid" "Lindenberg" 0.1 10 9 466693
2079 "Disk" "Croker river" 0.1 10 9 3330836
2080 "Ellipsoid" "Croker river" 0.1 10 9 190572
2081 "Disk" "Phillip SW Belize" 0.05 10 9 2162700
2082 "Ellipsoid" "Phillip SW Belize" 0.05 10 9 894446
2083 "Disk" "Lake Charles" 0.05 10 9 2152189
2084 "Ellipsoid" "Lake Charles" 0.05 10 9 800101
2085 "Disk" "McMinnville" 0.05 10 9 2341998
2086 "Ellipsoid" "McMinnville" 0.05 10 9 580571
2087 "Disk" "Lindenberg" 0.05 10 9 2335978
2088 "Ellipsoid" "Lindenberg" 0.05 10 9 466693
2089 "Disk" "Croker river" 0.05 10 9 3330836
2090 "Ellipsoid" "Croker river" 0.05 10 9 190572
2091 "Disk" "Phillip SW Belize" 0 10 9 2162700
2092 "Ellipsoid" "Phillip SW Belize" 0 10 9 894446
2093 "Disk" "Lake Charles" 0 10 9 2152189
2094 "Ellipsoid" "Lake Charles" 0 10 9 800101
2095 "Disk" "McMinnville" 0 10 9 2341998
2096 "Ellipsoid" "McMinnville" 0 10 9 580571
2097 "Disk" "Lindenberg" 0 10 9 2335978
2098 "Ellipsoid" "Lindenberg" 0 10 9 466693
2099 "Disk" "Croker river" 0 10 9 3330836
2100 "Ellipsoid" "Croker river" 0 10 9 190572
2101 "Disk" "Phillip SW Belize" 0.2 15 9 2625044
2102 "Ellipsoid" "Phillip SW Belize" 0.2 15 9 1335985
2103 "Disk" "Lake Charles" 0.2 15 9 2635059
2104 "Ellipsoid" "Lake Charles" 0.2 15 9 1251210
2105 "Disk" "McMinnville" 0.2 15 9 2823920
2106 "Ellipsoid" "McMinnville" 0.2 15 9 1024172
2107 "Disk" "Lindenberg" 0.2 15 9 2802248
2108 "Ellipsoid" "Lindenberg" 0.2 15 9 897271
2109 "Disk" "Croker river" 0.2 15 9 3696107
2110 "Ellipsoid" "Croker river" 0.2 15 9 531490
2111 "Disk" "Phillip SW Belize" 0.15 15 9 2625044
2112 "Ellipsoid" "Phillip SW Belize" 0.15 15 9 1335985
2113 "Disk" "Lake Charles" 0.15 15 9 2635059
2114 "Ellipsoid" "Lake Charles" 0.15 15 9 1251210
2115 "Disk" "McMinnville" 0.15 15 9 2823920
2116 "Ellipsoid" "McMinnville" 0.15 15 9 1024172
2117 "Disk" "Lindenberg" 0.15 15 9 2802248
2118 "Ellipsoid" "Lindenberg" 0.15 15 9 897271
2119 "Disk" "Croker river" 0.15 15 9 3696107
2120 "Ellipsoid" "Croker river" 0.15 15 9 531490
2121 "Disk" "Phillip SW Belize" 0.1 15 9 2625044
2122 "Ellipsoid" "Phillip SW Belize" 0.1 15 9 1335985
2123 "Disk" "Lake Charles" 0.1 15 9 2635059
2124 "Ellipsoid" "Lake Charles" 0.1 15 9 1251210
2125 "Disk" "McMinnville" 0.1 15 9 2823920
2126 "Ellipsoid" "McMinnville" 0.1 15 9 1024172
2127 "Disk" "Lindenberg" 0.1 15 9 2802248
2128 "Ellipsoid" "Lindenberg" 0.1 15 9 897271
2129 "Disk" "Croker river" 0.1 15 9 3696107
2130 "Ellipsoid" "Croker river" 0.1 15 9 531490
2131 "Disk" "Phillip SW Belize" 0.05 15 9 2625044
2132 "Ellipsoid" "Phillip SW Belize" 0.05 15 9 1335985
2133 "Disk" "Lake Charles" 0.05 15 9 2635059
2134 "Ellipsoid" "Lake Charles" 0.05 15 9 1251210
2135 "Disk" "McMinnville" 0.05 15 9 2823920
2136 "Ellipsoid" "McMinnville" 0.05 15 9 1024172
2137 "Disk" "Lindenberg" 0.05 15 9 2802248
2138 "Ellipsoid" "Lindenberg" 0.05 15 9 897271
2139 "Disk" "Croker river" 0.05 15 9 3696107
2140 "Ellipsoid" "Croker river" 0.05 15 9 531490
2141 "Disk" "Phillip SW Belize" 0 15 9 2625044
2142 "Ellipsoid" "Phillip SW Belize" 0 15 9 1335985
2143 "Disk" "Lake Charles" 0 15 9 2635059
2144 "Ellipsoid" "Lake Charles" 0 15 9 1251210
2145 "Disk" "McMinnville" 0 15 9 2823920
2146 "Ellipsoid" "McMinnville" 0 15 9 1024172
2147 "Disk" "Lindenberg" 0 15 9 2802248
2148 "Ellipsoid" "Lindenberg" 0 15 9 897271
2149 "Disk" "Croker river" 0 15 9 3696107
2150 "Ellipsoid" "Croker river" 0 15 9 531490
2151 "Disk" "Phillip SW Belize" 0.2 20 9 3164718
2152 "Ellipsoid" "Phillip SW Belize" 0.2 20 9 1937842
2153 "Disk" "Lake Charles" 0.2 20 9 3160323
2154 "Ellipsoid" "Lake Charles" 0.2 20 9 1858392
2155 "Disk" "McMinnville" 0.2 20 9 3310055
2156 "Ellipsoid" "McMinnville" 0.2 20 9 1601569
2157 "Disk" "Lindenberg" 0.2 20 9 3254759
2158 "Ellipsoid" "Lindenberg" 0.2 20 9 1440879
2159 "Disk" "Croker river" 0.2 20 9 4004737
2160 "Ellipsoid" "Croker river" 0.2 20 9 925067
2161 "Disk" "Phillip SW Belize" 0.15 20 9 3164718
2162 "Ellipsoid" "Phillip SW Belize" 0.15 20 9 1937842
2163 "Disk" "Lake Charles" 0.15 20 9 3160323
2164 "Ellipsoid" "Lake Charles" 0.15 20 9 1858392
2165 "Disk" "McMinnville" 0.15 20 9 3310055
2166 "Ellipsoid" "McMinnville" 0.15 20 9 1601569
2167 "Disk" "Lindenberg" 0.15 20 9 3254759
2168 "Ellipsoid" "Lindenberg" 0.15 20 9 1440879
2169 "Disk" "Croker river" 0.15 20 9 4004737
2170 "Ellipsoid" "Croker river" 0.15 20 9 925067
2171 "Disk" "Phillip SW Belize" 0.1 20 9 3164718
2172 "Ellipsoid" "Phillip SW Belize" 0.1 20 9 1937842
2173 "Disk" "Lake Charles" 0.1 20 9 3160323
2174 "Ellipsoid" "Lake Charles" 0.1 20 9 1858392
2175 "Disk" "McMinnville" 0.1 20 9 3310055
2176 "Ellipsoid" "McMinnville" 0.1 20 9 1601569
2177 "Disk" "Lindenberg" 0.1 20 9 3254759
2178 "Ellipsoid" "Lindenberg" 0.1 20 9 1440879
2179 "Disk" "Croker river" 0.1 20 9 4004737
2180 "Ellipsoid" "Croker river" 0.1 20 9 925067
2181 "Disk" "Phillip SW Belize" 0.05 20 9 3164718
2182 "Ellipsoid" "Phillip SW Belize" 0.05 20 9 1937842
2183 "Disk" "Lake Charles" 0.05 20 9 3160323
2184 "Ellipsoid" "Lake Charles" 0.05 20 9 1858392
2185 "Disk" "McMinnville" 0.05 20 9 3310055
2186 "Ellipsoid" "McMinnville" 0.05 20 9 1601569
2187 "Disk" "Lindenberg" 0.05 20 9 3254759
2188 "Ellipsoid" "Lindenberg" 0.05 20 9 1440879
2189 "Disk" "Croker river" 0.05 20 9 4004737
2190 "Ellipsoid" "Croker river" 0.05 20 9 925067
2191 "Disk" "Phillip SW Belize" 0 20 9 3164718
2192 "Ellipsoid" "Phillip SW Belize" 0 20 9 1937842
2193 "Disk" "Lake Charles" 0 20 9 3160323
2194 "Ellipsoid" "Lake Charles" 0 20 9 1858392
2195 "Disk" "McMinnville" 0 20 9 3310055
2196 "Ellipsoid" "McMinnville" 0 20 9 1601569
2197 "Disk" "Lindenberg" 0 20 9 3254759
2198 "Ellipsoid" "Lindenberg" 0 20 9 1440879
2199 "Disk" "Croker river" 0 20 9 4004737
2200 "Ellipsoid" "Croker river" 0 20 9 925067
2201 "Disk" "Phillip SW Belize" 0.2 25 9 3846261
2202 "Ellipsoid" "Phillip SW Belize" 0.2 25 9 2692889
2203 "Disk" "Lake Charles" 0.2 25 9 3850446
2204 "Ellipsoid" "Lake Charles" 0.2 25 9 2624203
2205 "Disk" "McMinnville" 0.2 25 9 3962827
2206 "Ellipsoid" "McMinnville" 0.2 25 9 2344716
2207 "Disk" "Lindenberg" 0.2 25 9 3861966
2208 "Ellipsoid" "Lindenberg" 0.2 25 9 2160504
2209 "Disk" "Croker river" 0.2 25 9 4378975
2210 "Ellipsoid" "Croker river" 0.2 25 9 1499777
2211 "Disk" "Phillip SW Belize" 0.15 25 9 3846261
2212 "Ellipsoid" "Phillip SW Belize" 0.15 25 9 2692889
2213 "Disk" "Lake Charles" 0.15 25 9 3850446
2214 "Ellipsoid" "Lake Charles" 0.15 25 9 2624203
2215 "Disk" "McMinnville" 0.15 25 9 3962827
2216 "Ellipsoid" "McMinnville" 0.15 25 9 2344716
2217 "Disk" "Lindenberg" 0.15 25 9 3861966
2218 "Ellipsoid" "Lindenberg" 0.15 25 9 2160504
2219 "Disk" "Croker river" 0.15 25 9 4378975
2220 "Ellipsoid" "Croker river" 0.15 25 9 1499777
2221 "Disk" "Phillip SW Belize" 0.1 25 9 3846261
2222 "Ellipsoid" "Phillip SW Belize" 0.1 25 9 2692889
2223 "Disk" "Lake Charles" 0.1 25 9 3850446
2224 "Ellipsoid" "Lake Charles" 0.1 25 9 2624203
2225 "Disk" "McMinnville" 0.1 25 9 3962827
2226 "Ellipsoid" "McMinnville" 0.1 25 9 2344716
2227 "Disk" "Lindenberg" 0.1 25 9 3861966
2228 "Ellipsoid" "Lindenberg" 0.1 25 9 2160504
2229 "Disk" "Croker river" 0.1 25 9 4378975
2230 "Ellipsoid" "Croker river" 0.1 25 9 1499777
2231 "Disk" "Phillip SW Belize" 0.05 25 9 3846261
2232 "Ellipsoid" "Phillip SW Belize" 0.05 25 9 2692889
2233 "Disk" "Lake Charles" 0.05 25 9 3850446
2234 "Ellipsoid" "Lake Charles" 0.05 25 9 2624203
2235 "Disk" "McMinnville" 0.05 25 9 3962827
2236 "Ellipsoid" "McMinnville" 0.05 25 9 2344716
2237 "Disk" "Lindenberg" 0.05 25 9 3861966
2238 "Ellipsoid" "Lindenberg" 0.05 25 9 2160504
2239 "Disk" "Croker river" 0.05 25 9 4378975
2240 "Ellipsoid" "Croker river" 0.05 25 9 1499777
2241 "Disk" "Phillip SW Belize" 0 25 9 3846261
2242 "Ellipsoid" "Phillip SW Belize" 0 25 9 2692889
2243 "Disk" "Lake Charles" 0 25 9 3850446
2244 "Ellipsoid" "Lake Charles" 0 25 9 2624203
2245 "Disk" "McMinnville" 0 25 9 3962827
2246 "Ellipsoid" "McMinnville" 0 25 9 2344716
2247 "Disk" "Lindenberg" 0 25 9 3861966
2248 "Ellipsoid" "Lindenberg" 0 25 9 2160504
2249 "Disk" "Croker river" 0 25 9 4378975
2250 "Ellipsoid" "Croker river" 0 25 9 1499777
2251 "Disk" "Phillip SW Belize" 0.2 5 10 1710668
2252 "Ellipsoid" "Phillip SW Belize" 0.2 5 10 574939
2253 "Disk" "Lake Charles" 0.2 5 10 1691494
2254 "Ellipsoid" "Lake Charles" 0.2 5 10 468810
2255 "Disk" "McMinnville" 0.2 5 10 1897015
2256 "Ellipsoid" "McMinnville" 0.2 5 10 288089
2257 "Disk" "Lindenberg" 0.2 5 10 1944978
2258 "Ellipsoid" "Lindenberg" 0.2 5 10 209654
2259 "Disk" "Croker river" 0.2 5 10 3030064
2260 "Ellipsoid" "Croker river" 0.2 5 10 102422
2261 "Disk" "Phillip SW Belize" 0.15 5 10 1710668
2262 "Ellipsoid" "Phillip SW Belize" 0.15 5 10 574939
2263 "Disk" "Lake Charles" 0.15 5 10 1691494
2264 "Ellipsoid" "Lake Charles" 0.15 5 10 468810
2265 "Disk" "McMinnville" 0.15 5 10 1897015
2266 "Ellipsoid" "McMinnville" 0.15 5 10 288089
2267 "Disk" "Lindenberg" 0.15 5 10 1944978
2268 "Ellipsoid" "Lindenberg" 0.15 5 10 209654
2269 "Disk" "Croker river" 0.15 5 10 3030064
2270 "Ellipsoid" "Croker river" 0.15 5 10 102422
2271 "Disk" "Phillip SW Belize" 0.1 5 10 1710668
2272 "Ellipsoid" "Phillip SW Belize" 0.1 5 10 574939
2273 "Disk" "Lake Charles" 0.1 5 10 1691494
2274 "Ellipsoid" "Lake Charles" 0.1 5 10 468810
2275 "Disk" "McMinnville" 0.1 5 10 1897015
2276 "Ellipsoid" "McMinnville" 0.1 5 10 288089
2277 "Disk" "Lindenberg" 0.1 5 10 1944978
2278 "Ellipsoid" "Lindenberg" 0.1 5 10 209654
2279 "Disk" "Croker river" 0.1 5 10 3030064
2280 "Ellipsoid" "Croker river" 0.1 5 10 102422
2281 "Disk" "Phillip SW Belize" 0.05 5 10 1710668
2282 "Ellipsoid" "Phillip SW Belize" 0.05 5 10 574939
2283 "Disk" "Lake Charles" 0.05 5 10 1691494
2284 "Ellipsoid" "Lake Charles" 0.05 5 10 468810
2285 "Disk" "McMinnville" 0.05 5 10 1897015
2286 "Ellipsoid" "McMinnville" 0.05 5 10 288089
2287 "Disk" "Lindenberg" 0.05 5 10 1944978
2288 "Ellipsoid" "Lindenberg" 0.05 5 10 209654
2289 "Disk" "Croker river" 0.05 5 10 3030064
2290 "Ellipsoid" "Croker river" 0.05 5 10 102422
2291 "Disk" "Phillip SW Belize" 0 5 10 1710668
2292 "Ellipsoid" "Phillip SW Belize" 0 5 10 574939
2293 "Disk" "Lake Charles" 0 5 10 1691494
2294 "Ellipsoid" "Lake Charles" 0 5 10 468810
2295 "Disk" "McMinnville" 0 5 10 1897015
2296 "Ellipsoid" "McMinnville" 0 5 10 288089
2297 "Disk" "Lindenberg" 0 5 10 1944978
2298 "Ellipsoid" "Lindenberg" 0 5 10 209654
2299 "Disk" "Croker river" 0 5 10 3030064
2300 "Ellipsoid" "Croker river" 0 5 10 102422
2301 "Disk" "Phillip SW Belize" 0.2 10 10 1951856
2302 "Ellipsoid" "Phillip SW Belize" 0.2 10 10 796589
2303 "Disk" "Lake Charles" 0.2 10 10 1935564
2304 "Ellipsoid" "Lake Charles" 0.2 10 10 684531
2305 "Disk" "McMinnville" 0.2 10 10 2133683
2306 "Ellipsoid" "McMinnville" 0.2 10 10 473165
2307 "Disk" "Lindenberg" 0.2 10 10 2170479
2308 "Ellipsoid" "Lindenberg" 0.2 10 10 369007
2309 "Disk" "Croker river" 0.2 10 10 3189977
2310 "Ellipsoid" "Croker river" 0.2 10 10 174347
2311 "Disk" "Phillip SW Belize" 0.15 10 10 1951856
2312 "Ellipsoid" "Phillip SW Belize" 0.15 10 10 796589
2313 "Disk" "Lake Charles" 0.15 10 10 1935564
2314 "Ellipsoid" "Lake Charles" 0.15 10 10 684531
2315 "Disk" "McMinnville" 0.15 10 10 2133683
2316 "Ellipsoid" "McMinnville" 0.15 10 10 473165
2317 "Disk" "Lindenberg" 0.15 10 10 2170479
2318 "Ellipsoid" "Lindenberg" 0.15 10 10 369007
2319 "Disk" "Croker river" 0.15 10 10 3189977
2320 "Ellipsoid" "Croker river" 0.15 10 10 174347
2321 "Disk" "Phillip SW Belize" 0.1 10 10 1951856
