"ExNum" "CrownShape" "WeatherStation" "CrownTransmissibility" "ForestGapSize" "PlotID" "TotalFull"
468 "Ellipsoid" "Lindenberg" 0.15 25 2 2469711
469 "Disk" "Croker river" 0.15 25 2 4561162
470 "Ellipsoid" "Croker river" 0.15 25 2 1864734
471 "Disk" "Phillip SW Belize" 0.1 25 2 3782353
472 "Ellipsoid" "Phillip SW Belize" 0.1 25 2 2711498
473 "Disk" "Lake Charles" 0.1 25 2 3949616
474 "Ellipsoid" "Lake Charles" 0.1 25 2 2750111
475 "Disk" "McMinnville" 0.1 25 2 4195047
476 "Ellipsoid" "McMinnville" 0.1 25 2 2607406
477 "Disk" "Lindenberg" 0.1 25 2 4164222
478 "Ellipsoid" "Lindenberg" 0.1 25 2 2469711
479 "Disk" "Croker river" 0.1 25 2 4561162
480 "Ellipsoid" "Croker river" 0.1 25 2 1864734
481 "Disk" "Phillip SW Belize" 0.05 25 2 3782353
482 "Ellipsoid" "Phillip SW Belize" 0.05 25 2 2711498
483 "Disk" "Lake Charles" 0.05 25 2 3949616
484 "Ellipsoid" "Lake Charles" 0.05 25 2 2750111
485 "Disk" "McMinnville" 0.05 25 2 4195047
486 "Ellipsoid" "McMinnville" 0.05 25 2 2607406
487 "Disk" "Lindenberg" 0.05 25 2 4164222
488 "Ellipsoid" "Lindenberg" 0.05 25 2 2469711
489 "Disk" "Croker river" 0.05 25 2 4561162
490 "Ellipsoid" "Croker river" 0.05 25 2 1864734
491 "Disk" "Phillip SW Belize" 0 25 2 3782353
492 "Ellipsoid" "Phillip SW Belize" 0 25 2 2711498
493 "Disk" "Lake Charles" 0 25 2 3949616
494 "Ellipsoid" "Lake Charles" 0 25 2 2750111
495 "Disk" "McMinnville" 0 25 2 4195047
496 "Ellipsoid" "McMinnville" 0 25 2 2607406
497 "Disk" "Lindenberg" 0 25 2 4164222
498 "Ellipsoid" "Lindenberg" 0 25 2 2469711
499 "Disk" "Croker river" 0 25 2 4561162
500 "Ellipsoid" "Croker river" 0 25 2 1864734
501 "Disk" "Phillip SW Belize" 0.2 5 3 1812975
502 "Ellipsoid" "Phillip SW Belize" 0.2 5 3 698797
503 "Disk" "Lake Charles" 0.2 5 3 1930313
504 "Ellipsoid" "Lake Charles" 0.2 5 3 672954
505 "Disk" "McMinnville" 0.2 5 3 2192537
506 "Ellipsoid" "McMinnville" 0.2 5 3 486957
507 "Disk" "Lindenberg" 0.2 5 3 2212912
508 "Ellipsoid" "Lindenberg" 0.2 5 3 367650
509 "Disk" "Croker river" 0.2 5 3 3284037
510 "Ellipsoid" "Croker river" 0.2 5 3 114117
511 "Disk" "Phillip SW Belize" 0.15 5 3 1812975
512 "Ellipsoid" "Phillip SW Belize" 0.15 5 3 698797
513 "Disk" "Lake Charles" 0.15 5 3 1930313
514 "Ellipsoid" "Lake Charles" 0.15 5 3 672954
515 "Disk" "McMinnville" 0.15 5 3 2192537
516 "Ellipsoid" "McMinnville" 0.15 5 3 486957
517 "Disk" "Lindenberg" 0.15 5 3 2212912
518 "Ellipsoid" "Lindenberg" 0.15 5 3 367650
519 "Disk" "Croker river" 0.15 5 3 3284037
520 "Ellipsoid" "Croker river" 0.15 5 3 114117
521 "Disk" "Phillip SW Belize" 0.1 5 3 1812975
522 "Ellipsoid" "Phillip SW Belize" 0.1 5 3 698797
523 "Disk" "Lake Charles" 0.1 5 3 1930313
524 "Ellipsoid" "Lake Charles" 0.1 5 3 672954
525 "Disk" "McMinnville" 0.1 5 3 2192537
526 "Ellipsoid" "McMinnville" 0.1 5 3 486957
527 "Disk" "Lindenberg" 0.1 5 3 2212912
528 "Ellipsoid" "Lindenberg" 0.1 5 3 367650
529 "Disk" "Croker river" 0.1 5 3 3284037
530 "Ellipsoid" "Croker river" 0.1 5 3 114117
531 "Disk" "Phillip SW Belize" 0.05 5 3 1812975
532 "Ellipsoid" "Phillip SW Belize" 0.05 5 3 698797
533 "Disk" "Lake Charles" 0.05 5 3 1930313
534 "Ellipsoid" "Lake Charles" 0.05 5 3 672954
535 "Disk" "McMinnville" 0.05 5 3 2192537
536 "Ellipsoid" "McMinnville" 0.05 5 3 486957
537 "Disk" "Lindenberg" 0.05 5 3 2212912
538 "Ellipsoid" "Lindenberg" 0.05 5 3 367650
539 "Disk" "Croker river" 0.05 5 3 3284037
540 "Ellipsoid" "Croker river" 0.05 5 3 114117
541 "Disk" "Phillip SW Belize" 0 5 3 1812975
542 "Ellipsoid" "Phillip SW Belize" 0 5 3 698797
543 "Disk" "Lake Charles" 0 5 3 1930313
544 "Ellipsoid" "Lake Charles" 0 5 3 672954
545 "Disk" "McMinnville" 0 5 3 2192537
546 "Ellipsoid" "McMinnville" 0 5 3 486957
547 "Disk" "Lindenberg" 0 5 3 2212912
548 "Ellipsoid" "Lindenberg" 0 5 3 367650
549 "Disk" "Croker river" 0 5 3 3284037
550 "Ellipsoid" "Croker river" 0 5 3 114117
551 "Disk" "Phillip SW Belize" 0.2 10 3 2034042
552 "Ellipsoid" "Phillip SW Belize" 0.2 10 3 869170
553 "Disk" "Lake Charles" 0.2 10 3 2140996
554 "Ellipsoid" "Lake Charles" 0.2 10 3 831008
555 "Disk" "McMinnville" 0.2 10 3 2396216
556 "Ellipsoid" "McMinnville" 0.2 10 3 624031
557 "Disk" "Lindenberg" 0.2 10 3 2411834
558 "Ellipsoid" "Lindenberg" 0.2 10 3 492064
559 "Disk" "Croker river" 0.2 10 3 3449804
560 "Ellipsoid" "Croker river" 0.2 10 3 195531
561 "Disk" "Phillip SW Belize" 0.15 10 3 2034042
562 "Ellipsoid" "Phillip SW Belize" 0.15 10 3 869170
563 "Disk" "Lake Charles" 0.15 10 3 2140996
564 "Ellipsoid" "Lake Charles" 0.15 10 3 831008
565 "Disk" "McMinnville" 0.15 10 3 2396216
566 "Ellipsoid" "McMinnville" 0.15 10 3 624031
567 "Disk" "Lindenberg" 0.15 10 3 2411834
568 "Ellipsoid" "Lindenberg" 0.15 10 3 492064
569 "Disk" "Croker river" 0.15 10 3 3449804
570 "Ellipsoid" "Croker river" 0.15 10 3 195531
571 "Disk" "Phillip SW Belize" 0.1 10 3 2034042
572 "Ellipsoid" "Phillip SW Belize" 0.1 10 3 869170
573 "Disk" "Lake Charles" 0.1 10 3 2140996
574 "Ellipsoid" "Lake Charles" 0.1 10 3 831008
575 "Disk" "McMinnville" 0.1 10 3 2396216
576 "Ellipsoid" "McMinnville" 0.1 10 3 624031
577 "Disk" "Lindenberg" 0.1 10 3 2411834
578 "Ellipsoid" "Lindenberg" 0.1 10 3 492064
579 "Disk" "Croker river" 0.1 10 3 3449804
580 "Ellipsoid" "Croker river" 0.1 10 3 195531
581 "Disk" "Phillip SW Belize" 0.05 10 3 2034042
582 "Ellipsoid" "Phillip SW Belize" 0.05 10 3 869170
583 "Disk" "Lake Charles" 0.05 10 3 2140996
584 "Ellipsoid" "Lake Charles" 0.05 10 3 831008
585 "Disk" "McMinnville" 0.05 10 3 2396216
586 "Ellipsoid" "McMinnville" 0.05 10 3 624031
587 "Disk" "Lindenberg" 0.05 10 3 2411834
588 "Ellipsoid" "Lindenberg" 0.05 10 3 492064
589 "Disk" "Croker river" 0.05 10 3 3449804
590 "Ellipsoid" "Croker river" 0.05 10 3 195531
591 "Disk" "Phillip SW Belize" 0 10 3 2034042
592 "Ellipsoid" "Phillip SW Belize" 0 10 3 869170
593 "Disk" "Lake Charles" 0 10 3 2140996
594 "Ellipsoid" "Lake Charles" 0 10 3 831008
595 "Disk" "McMinnville" 0 10 3 2396216
596 "Ellipsoid" "McMinnville" 0 10 3 624031
597 "Disk" "Lindenberg" 0 10 3 2411834
598 "Ellipsoid" "Lindenberg" 0 10 3 492064
599 "Disk" "Croker river" 0 10 3 3449804
600 "Ellipsoid" "Croker river" 0 10 3 195531
601 "Disk" "Phillip SW Belize" 0.2 15 3 2507477
602 "Ellipsoid" "Phillip SW Belize" 0.2 15 3 1341223
603 "Disk" "Lake Charles" 0.2 15 3 2653030
604 "Ellipsoid" "Lake Charles" 0.2 15 3 1334156
605 "Disk" "McMinnville" 0.2 15 3 2925976
606 "Ellipsoid" "McMinnville" 0.2 15 3 1138823
607 "Disk" "Lindenberg" 0.2 15 3 2933017
608 "Ellipsoid" "Lindenberg" 0.2 15 3 994345
609 "Disk" "Croker river" 0.2 15 3 3854427
610 "Ellipsoid" "Croker river" 0.2 15 3 590821
611 "Disk" "Phillip SW Belize" 0.15 15 3 2507477
612 "Ellipsoid" "Phillip SW Belize" 0.15 15 3 1341223
613 "Disk" "Lake Charles" 0.15 15 3 2653030
614 "Ellipsoid" "Lake Charles" 0.15 15 3 1334156
615 "Disk" "McMinnville" 0.15 15 3 2925976
616 "Ellipsoid" "McMinnville" 0.15 15 3 1138823
617 "Disk" "Lindenberg" 0.15 15 3 2933017
618 "Ellipsoid" "Lindenberg" 0.15 15 3 994345
619 "Disk" "Croker river" 0.15 15 3 3854427
620 "Ellipsoid" "Croker river" 0.15 15 3 590821
621 "Disk" "Phillip SW Belize" 0.1 15 3 2507477
622 "Ellipsoid" "Phillip SW Belize" 0.1 15 3 1341223
623 "Disk" "Lake Charles" 0.1 15 3 2653030
624 "Ellipsoid" "Lake Charles" 0.1 15 3 1334156
625 "Disk" "McMinnville" 0.1 15 3 2925976
626 "Ellipsoid" "McMinnville" 0.1 15 3 1138823
627 "Disk" "Lindenberg" 0.1 15 3 2933017
628 "Ellipsoid" "Lindenberg" 0.1 15 3 994345
629 "Disk" "Croker river" 0.1 15 3 3854427
630 "Ellipsoid" "Croker river" 0.1 15 3 590821
631 "Disk" "Phillip SW Belize" 0.05 15 3 2507477
632 "Ellipsoid" "Phillip SW Belize" 0.05 15 3 1341223
633 "Disk" "Lake Charles" 0.05 15 3 2653030
634 "Ellipsoid" "Lake Charles" 0.05 15 3 1334156
635 "Disk" "McMinnville" 0.05 15 3 2925976
636 "Ellipsoid" "McMinnville" 0.05 15 3 1138823
637 "Disk" "Lindenberg" 0.05 15 3 2933017
638 "Ellipsoid" "Lindenberg" 0.05 15 3 994345
639 "Disk" "Croker river" 0.05 15 3 3854427
640 "Ellipsoid" "Croker river" 0.05 15 3 590821
641 "Disk" "Phillip SW Belize" 0 15 3 2507477
642 "Ellipsoid" "Phillip SW Belize" 0 15 3 1341223
643 "Disk" "Lake Charles" 0 15 3 2653030
644 "Ellipsoid" "Lake Charles" 0 15 3 1334156
645 "Disk" "McMinnville" 0 15 3 2925976
646 "Ellipsoid" "McMinnville" 0 15 3 1138823
647 "Disk" "Lindenberg" 0 15 3 2933017
648 "Ellipsoid" "Lindenberg" 0 15 3 994345
649 "Disk" "Croker river" 0 15 3 3854427
650 "Ellipsoid" "Croker river" 0 15 3 590821
651 "Disk" "Phillip SW Belize" 0.2 20 3 3050610
652 "Ellipsoid" "Phillip SW Belize" 0.2 20 3 1931176
653 "Disk" "Lake Charles" 0.2 20 3 3181689
654 "Ellipsoid" "Lake Charles" 0.2 20 3 1929075
655 "Disk" "McMinnville" 0.2 20 3 3424235
656 "Ellipsoid" "McMinnville" 0.2 20 3 1719468
657 "Disk" "Lindenberg" 0.2 20 3 3397451
658 "Ellipsoid" "Lindenberg" 0.2 20 3 1552744
659 "Disk" "Croker river" 0.2 20 3 4144571
660 "Ellipsoid" "Croker river" 0.2 20 3 1012231
661 "Disk" "Phillip SW Belize" 0.15 20 3 3050610
662 "Ellipsoid" "Phillip SW Belize" 0.15 20 3 1931176
663 "Disk" "Lake Charles" 0.15 20 3 3181689
664 "Ellipsoid" "Lake Charles" 0.15 20 3 1929075
665 "Disk" "McMinnville" 0.15 20 3 3424235
666 "Ellipsoid" "McMinnville" 0.15 20 3 1719468
667 "Disk" "Lindenberg" 0.15 20 3 3397451
668 "Ellipsoid" "Lindenberg" 0.15 20 3 1552744
669 "Disk" "Croker river" 0.15 20 3 4144571
670 "Ellipsoid" "Croker river" 0.15 20 3 1012231
671 "Disk" "Phillip SW Belize" 0.1 20 3 3050610
672 "Ellipsoid" "Phillip SW Belize" 0.1 20 3 1931176
673 "Disk" "Lake Charles" 0.1 20 3 3181689
674 "Ellipsoid" "Lake Charles" 0.1 20 3 1929075
675 "Disk" "McMinnville" 0.1 20 3 3424235
676 "Ellipsoid" "McMinnville" 0.1 20 3 1719468
677 "Disk" "Lindenberg" 0.1 20 3 3397451
678 "Ellipsoid" "Lindenberg" 0.1 20 3 1552744
679 "Disk" "Croker river" 0.1 20 3 4144571
680 "Ellipsoid" "Croker river" 0.1 20 3 1012231
681 "Disk" "Phillip SW Belize" 0.05 20 3 3050610
682 "Ellipsoid" "Phillip SW Belize" 0.05 20 3 1931176
683 "Disk" "Lake Charles" 0.05 20 3 3181689
684 "Ellipsoid" "Lake Charles" 0.05 20 3 1929075
685 "Disk" "McMinnville" 0.05 20 3 3424235
686 "Ellipsoid" "McMinnville" 0.05 20 3 1719468
687 "Disk" "Lindenberg" 0.05 20 3 3397451
688 "Ellipsoid" "Lindenberg" 0.05 20 3 1552744
689 "Disk" "Croker river" 0.05 20 3 4144571
690 "Ellipsoid" "Croker river" 0.05 20 3 1012231
691 "Disk" "Phillip SW Belize" 0 20 3 3050610
692 "Ellipsoid" "Phillip SW Belize" 0 20 3 1931176
693 "Disk" "Lake Charles" 0 20 3 3181689
694 "Ellipsoid" "Lake Charles" 0 20 3 1929075
695 "Disk" "McMinnville" 0 20 3 3424235
696 "Ellipsoid" "McMinnville" 0 20 3 1719468
697 "Disk" "Lindenberg" 0 20 3 3397451
698 "Ellipsoid" "Lindenberg" 0 20 3 1552744
699 "Disk" "Croker river" 0 20 3 4144571
700 "Ellipsoid" "Croker river" 0 20 3 1012231
701 "Disk" "Phillip SW Belize" 0.2 25 3 3827753
702 "Ellipsoid" "Phillip SW Belize" 0.2 25 3 2816945
703 "Disk" "Lake Charles" 0.2 25 3 3967980
704 "Ellipsoid" "Lake Charles" 0.2 25 3 2847472
705 "Disk" "McMinnville" 0.2 25 3 4168394
706 "Ellipsoid" "McMinnville" 0.2 25 3 2638298
707 "Disk" "Lindenberg" 0.2 25 3 4101984
708 "Ellipsoid" "Lindenberg" 0.2 25 3 2461924
709 "Disk" "Croker river" 0.2 25 3 4638755
710 "Ellipsoid" "Croker river" 0.2 25 3 1804723
711 "Disk" "Phillip SW Belize" 0.15 25 3 3827753
712 "Ellipsoid" "Phillip SW Belize" 0.15 25 3 2816945
713 "Disk" "Lake Charles" 0.15 25 3 3967980
714 "Ellipsoid" "Lake Charles" 0.15 25 3 2847472
715 "Disk" "McMinnville" 0.15 25 3 4168394
716 "Ellipsoid" "McMinnville" 0.15 25 3 2638298
717 "Disk" "Lindenberg" 0.15 25 3 4101984
718 "Ellipsoid" "Lindenberg" 0.15 25 3 2461924
719 "Disk" "Croker river" 0.15 25 3 4638755
720 "Ellipsoid" "Croker river" 0.15 25 3 1804723
721 "Disk" "Phillip SW Belize" 0.1 25 3 3827753
722 "Ellipsoid" "Phillip SW Belize" 0.1 25 3 2816945
723 "Disk" "Lake Charles" 0.1 25 3 3967980
724 "Ellipsoid" "Lake Charles" 0.1 25 3 2847472
725 "Disk" "McMinnville" 0.1 25 3 4168394
726 "Ellipsoid" "McMinnville" 0.1 25 3 2638298
727 "Disk" "Lindenberg" 0.1 25 3 4101984
728 "Ellipsoid" "Lindenberg" 0.1 25 3 2461924
729 "Disk" "Croker river" 0.1 25 3 4638755
730 "Ellipsoid" "Croker river" 0.1 25 3 1804723
731 "Disk" "Phillip SW Belize" 0.05 25 3 3827753
732 "Ellipsoid" "Phillip SW Belize" 0.05 25 3 2816945
733 "Disk" "Lake Charles" 0.05 25 3 3967980
734 "Ellipsoid" "Lake Charles" 0.05 25 3 2847472
735 "Disk" "McMinnville" 0.05 25 3 4168394
736 "Ellipsoid" "McMinnville" 0.05 25 3 2638298
737 "Disk" "Lindenberg" 0.05 25 3 4101984
738 "Ellipsoid" "Lindenberg" 0.05 25 3 2461924
739 "Disk" "Croker river" 0.05 25 3 4638755
740 "Ellipsoid" "Croker river" 0.05 25 3 1804723
741 "Disk" "Phillip SW Belize" 0 25 3 3827753
742 "Ellipsoid" "Phillip SW Belize" 0 25 3 2816945
743 "Disk" "Lake Charles" 0 25 3 3967980
744 "Ellipsoid" "Lake Charles" 0 25 3 2847472
745 "Disk" "McMinnville" 0 25 3 4168394
746 "Ellipsoid" "McMinnville" 0 25 3 2638298
747 "Disk" "Lindenberg" 0 25 3 4101984
748 "Ellipsoid" "Lindenberg" 0 25 3 2461924
749 "Disk" "Croker river" 0 25 3 4638755
750 "Ellipsoid" "Croker river" 0 25 3 1804723
751 "Disk" "Phillip SW Belize" 0.2 5 4 1760348
752 "Ellipsoid" "Phillip SW Belize" 0.2 5 4 541116
753 "Disk" "Lake Charles" 0.2 5 4 1829604
754 "Ellipsoid" "Lake Charles" 0.2 5 4 489797
755 "Disk" "McMinnville" 0.2 5 4 2155008
756 "Ellipsoid" "McMinnville" 0.2 5 4 336919
757 "Disk" "Lindenberg" 0.2 5 4 2197801
758 "Ellipsoid" "Lindenberg" 0.2 5 4 256092
759 "Disk" "Croker river" 0.2 5 4 3208936
760 "Ellipsoid" "Croker river" 0.2 5 4 68272
761 "Disk" "Phillip SW Belize" 0.15 5 4 1760348
762 "Ellipsoid" "Phillip SW Belize" 0.15 5 4 541116
763 "Disk" "Lake Charles" 0.15 5 4 1829604
764 "Ellipsoid" "Lake Charles" 0.15 5 4 489797
765 "Disk" "McMinnville" 0.15 5 4 2155008
766 "Ellipsoid" "McMinnville" 0.15 5 4 336919
767 "Disk" "Lindenberg" 0.15 5 4 2197801
768 "Ellipsoid" "Lindenberg" 0.15 5 4 256092
769 "Disk" "Croker river" 0.15 5 4 3208936
770 "Ellipsoid" "Croker river" 0.15 5 4 68272
771 "Disk" "Phillip SW Belize" 0.1 5 4 1760348
772 "Ellipsoid" "Phillip SW Belize" 0.1 5 4 541116
773 "Disk" "Lake Charles" 0.1 5 4 1829604
774 "Ellipsoid" "Lake Charles" 0.1 5 4 489797
775 "Disk" "McMinnville" 0.1 5 4 2155008
776 "Ellipsoid" "McMinnville" 0.1 5 4 336919
777 "Disk" "Lindenberg" 0.1 5 4 2197801
778 "Ellipsoid" "Lindenberg" 0.1 5 4 256092
779 "Disk" "Croker river" 0.1 5 4 3208936
780 "Ellipsoid" "Croker river" 0.1 5 4 68272
781 "Disk" "Phillip SW Belize" 0.05 5 4 1760348
782 "Ellipsoid" "Phillip SW Belize" 0.05 5 4 541116
783 "Disk" "Lake Charles" 0.05 5 4 1829604
784 "Ellipsoid" "Lake Charles" 0.05 5 4 489797
785 "Disk" "McMinnville" 0.05 5 4 2155008
786 "Ellipsoid" "McMinnville" 0.05 5 4 336919
787 "Disk" "Lindenberg" 0.05 5 4 2197801
788 "Ellipsoid" "Lindenberg" 0.05 5 4 256092
789 "Disk" "Croker river" 0.05 5 4 3208936
790 "Ellipsoid" "Croker river" 0.05 5 4 68272
791 "Disk" "Phillip SW Belize" 0 5 4 1760348
792 "Ellipsoid" "Phillip SW Belize" 0 5 4 541116
793 "Disk" "Lake Charles" 0 5 4 1829604
794 "Ellipsoid" "Lake Charles" 0 5 4 489797
795 "Disk" "McMinnville" 0 5 4 2155008
796 "Ellipsoid" "McMinnville" 0 5 4 336919
797 "Disk" "Lindenberg" 0 5 4 2197801
798 "Ellipsoid" "Lindenberg" 0 5 4 256092
799 "Disk" "Croker river" 0 5 4 3208936
800 "Ellipsoid" "Croker river" 0 5 4 68272
801 "Disk" "Phillip SW Belize" 0.2 10 4 2094717
802 "Ellipsoid" "Phillip SW Belize" 0.2 10 4 840329
803 "Disk" "Lake Charles" 0.2 10 4 2159252
804 "Ellipsoid" "Lake Charles" 0.2 10 4 785795
805 "Disk" "McMinnville" 0.2 10 4 2468290
806 "Ellipsoid" "McMinnville" 0.2 10 4 602748
807 "Disk" "Lindenberg" 0.2 10 4 2494750
808 "Ellipsoid" "Lindenberg" 0.2 10 4 492186
809 "Disk" "Croker river" 0.2 10 4 3427300
810 "Ellipsoid" "Croker river" 0.2 10 4 193823
811 "Disk" "Phillip SW Belize" 0.15 10 4 2094717
812 "Ellipsoid" "Phillip SW Belize" 0.15 10 4 840329
813 "Disk" "Lake Charles" 0.15 10 4 2159252
814 "Ellipsoid" "Lake Charles" 0.15 10 4 785795
815 "Disk" "McMinnville" 0.15 10 4 2468290
816 "Ellipsoid" "McMinnville" 0.15 10 4 602748
817 "Disk" "Lindenberg" 0.15 10 4 2494750
818 "Ellipsoid" "Lindenberg" 0.15 10 4 492186
819 "Disk" "Croker river" 0.15 10 4 3427300
820 "Ellipsoid" "Croker river" 0.15 10 4 193823
821 "Disk" "Phillip SW Belize" 0.1 10 4 2094717
822 "Ellipsoid" "Phillip SW Belize" 0.1 10 4 840329
823 "Disk" "Lake Charles" 0.1 10 4 2159252
824 "Ellipsoid" "Lake Charles" 0.1 10 4 785795
825 "Disk" "McMinnville" 0.1 10 4 2468290
826 "Ellipsoid" "McMinnville" 0.1 10 4 602748
827 "Disk" "Lindenberg" 0.1 10 4 2494750
828 "Ellipsoid" "Lindenberg" 0.1 10 4 492186
829 "Disk" "Croker river" 0.1 10 4 3427300
830 "Ellipsoid" "Croker river" 0.1 10 4 193823
831 "Disk" "Phillip SW Belize" 0.05 10 4 2094717
832 "Ellipsoid" "Phillip SW Belize" 0.05 10 4 840329
833 "Disk" "Lake Charles" 0.05 10 4 2159252
834 "Ellipsoid" "Lake Charles" 0.05 10 4 785795
835 "Disk" "McMinnville" 0.05 10 4 2468290
836 "Ellipsoid" "McMinnville" 0.05 10 4 602748
837 "Disk" "Lindenberg" 0.05 10 4 2494750
838 "Ellipsoid" "Lindenberg" 0.05 10 4 492186
839 "Disk" "Croker river" 0.05 10 4 3427300
840 "Ellipsoid" "Croker river" 0.05 10 4 193823
841 "Disk" "Phillip SW Belize" 0 10 4 2094717
842 "Ellipsoid" "Phillip SW Belize" 0 10 4 840329
843 "Disk" "Lake Charles" 0 10 4 2159252
844 "Ellipsoid" "Lake Charles" 0 10 4 785795
845 "Disk" "McMinnville" 0 10 4 2468290
846 "Ellipsoid" "McMinnville" 0 10 4 602748
847 "Disk" "Lindenberg" 0 10 4 2494750
848 "Ellipsoid" "Lindenberg" 0 10 4 492186
849 "Disk" "Croker river" 0 10 4 3427300
850 "Ellipsoid" "Croker river" 0 10 4 193823
851 "Disk" "Phillip SW Belize" 0.2 15 4 2359218
852 "Ellipsoid" "Phillip SW Belize" 0.2 15 4 1109268
853 "Disk" "Lake Charles" 0.2 15 4 2427194
854 "Ellipsoid" "Lake Charles" 0.2 15 4 1057540
855 "Disk" "McMinnville" 0.2 15 4 2726454
856 "Ellipsoid" "McMinnville" 0.2 15 4 857016
857 "Disk" "Lindenberg" 0.2 15 4 2742800
858 "Ellipsoid" "Lindenberg" 0.2 15 4 730755
859 "Disk" "Croker river" 0.2 15 4 3607320
860 "Ellipsoid" "Croker river" 0.2 15 4 365027
861 "Disk" "Phillip SW Belize" 0.15 15 4 2359218
862 "Ellipsoid" "Phillip SW Belize" 0.15 15 4 1109268
863 "Disk" "Lake Charles" 0.15 15 4 2427194
864 "Ellipsoid" "Lake Charles" 0.15 15 4 1057540
865 "Disk" "McMinnville" 0.15 15 4 2726454
866 "Ellipsoid" "McMinnville" 0.15 15 4 857016
867 "Disk" "Lindenberg" 0.15 15 4 2742800
868 "Ellipsoid" "Lindenberg" 0.15 15 4 730755
869 "Disk" "Croker river" 0.15 15 4 3607320
870 "Ellipsoid" "Croker river" 0.15 15 4 365027
871 "Disk" "Phillip SW Belize" 0.1 15 4 2359218
872 "Ellipsoid" "Phillip SW Belize" 0.1 15 4 1109268
873 "Disk" "Lake Charles" 0.1 15 4 2427194
874 "Ellipsoid" "Lake Charles" 0.1 15 4 1057540
875 "Disk" "McMinnville" 0.1 15 4 2726454
876 "Ellipsoid" "McMinnville" 0.1 15 4 857016
877 "Disk" "Lindenberg" 0.1 15 4 2742800
878 "Ellipsoid" "Lindenberg" 0.1 15 4 730755
879 "Disk" "Croker river" 0.1 15 4 3607320
880 "Ellipsoid" "Croker river" 0.1 15 4 365027
881 "Disk" "Phillip SW Belize" 0.05 15 4 2359218
882 "Ellipsoid" "Phillip SW Belize" 0.05 15 4 1109268
883 "Disk" "Lake Charles" 0.05 15 4 2427194
884 "Ellipsoid" "Lake Charles" 0.05 15 4 1057540
885 "Disk" "McMinnville" 0.05 15 4 2726454
886 "Ellipsoid" "McMinnville" 0.05 15 4 857016
887 "Disk" "Lindenberg" 0.05 15 4 2742800
888 "Ellipsoid" "Lindenberg" 0.05 15 4 730755
889 "Disk" "Croker river" 0.05 15 4 3607320
890 "Ellipsoid" "Croker river" 0.05 15 4 365027
891 "Disk" "Phillip SW Belize" 0 15 4 2359218
892 "Ellipsoid" "Phillip SW Belize" 0 15 4 1109268
893 "Disk" "Lake Charles" 0 15 4 2427194
894 "Ellipsoid" "Lake Charles" 0 15 4 1057540
895 "Disk" "McMinnville" 0 15 4 2726454
896 "Ellipsoid" "McMinnville" 0 15 4 857016
897 "Disk" "Lindenberg" 0 15 4 2742800
898 "Ellipsoid" "Lindenberg" 0 15 4 730755
899 "Disk" "Croker river" 0 15 4 3607320
900 "Ellipsoid" "Croker river" 0 15 4 365027
901 "Disk" "Phillip SW Belize" 0.2 20 4 3202508
902 "Ellipsoid" "Phillip SW Belize" 0.2 20 4 2066649
903 "Disk" "Lake Charles" 0.2 20 4 3284415
904 "Ellipsoid" "Lake Charles" 0.2 20 4 2044074
905 "Disk" "McMinnville" 0.2 20 4 3560250
906 "Ellipsoid" "McMinnville" 0.2 20 4 1838455
907 "Disk" "Lindenberg" 0.2 20 4 3535371
908 "Ellipsoid" "Lindenberg" 0.2 20 4 1693265
909 "Disk" "Croker river" 0.2 20 4 4178885
910 "Ellipsoid" "Croker river" 0.2 20 4 1179422
911 "Disk" "Phillip SW Belize" 0.15 20 4 3202508
912 "Ellipsoid" "Phillip SW Belize" 0.15 20 4 2066649
913 "Disk" "Lake Charles" 0.15 20 4 3284415
914 "Ellipsoid" "Lake Charles" 0.15 20 4 2044074
915 "Disk" "McMinnville" 0.15 20 4 3560250
916 "Ellipsoid" "McMinnville" 0.15 20 4 1838455
917 "Disk" "Lindenberg" 0.15 20 4 3535371
918 "Ellipsoid" "Lindenberg" 0.15 20 4 1693265
919 "Disk" "Croker river" 0.15 20 4 4178885
920 "Ellipsoid" "Croker river" 0.15 20 4 1179422
921 "Disk" "Phillip SW Belize" 0.1 20 4 3202508
922 "Ellipsoid" "Phillip SW Belize" 0.1 20 4 2066649
923 "Disk" "Lake Charles" 0.1 20 4 3284415
924 "Ellipsoid" "Lake Charles" 0.1 20 4 2044074
925 "Disk" "McMinnville" 0.1 20 4 3560250
926 "Ellipsoid" "McMinnville" 0.1 20 4 1838455
927 "Disk" "Lindenberg" 0.1 20 4 3535371
928 "Ellipsoid" "Lindenberg" 0.1 20 4 1693265
929 "Disk" "Croker river" 0.1 20 4 4178885
930 "Ellipsoid" "Croker river" 0.1 20 4 1179422
931 "Disk" "Phillip SW Belize" 0.05 20 4 3202508
932 "Ellipsoid" "Phillip SW Belize" 0.05 20 4 2066649
933 "Disk" "Lake Charles" 0.05 20 4 3284415
934 "Ellipsoid" "Lake Charles" 0.05 20 4 2044074
935 "Disk" "McMinnville" 0.05 20 4 3560250
936 "Ellipsoid" "McMinnville" 0.05 20 4 1838455
937 "Disk" "Lindenberg" 0.05 20 4 3535371
938 "Ellipsoid" "Lindenberg" 0.05 20 4 1693265
939 "Disk" "Croker river" 0.05 20 4 4178885
940 "Ellipsoid" "Croker river" 0.05 20 4 1179422
941 "Disk" "Phillip SW Belize" 0 20 4 3202508
942 "Ellipsoid" "Phillip SW Belize" 0 20 4 2066649
