"ExNum" "CrownShape" "WeatherStation" "CrownTransmissibility" "ForestGapSize" "PlotID" "CentroidX" "CentroidY"
284 "Ellipsoid" "Lake Charles" 0.05 5 2 -2.14087258223145 -1.47817519943176
285 "Disk" "McMinnville" 0.05 5 2 -0.000658291562266781 -0.991108396751124
286 "Ellipsoid" "McMinnville" 0.05 5 2 -3.08882356757289 -2.68621832083951
287 "Disk" "Lindenberg" 0.05 5 2 -0.181779185625408 -0.83495105382748
288 "Ellipsoid" "Lindenberg" 0.05 5 2 -4.06165787232129 -3.11046297519685
289 "Disk" "Croker river" 0.05 5 2 -0.957581648102259 0.303795291081899
290 "Ellipsoid" "Croker river" 0.05 5 2 -8.72047507092229 -0.69613159013421
291 "Disk" "Phillip SW Belize" 0 5 2 0.153099605903886 -1.0676161181916
292 "Ellipsoid" "Phillip SW Belize" 0 5 2 -1.88732337025113 -1.20896905386546
293 "Disk" "Lake Charles" 0 5 2 0.376511744076885 -1.27842191233391
294 "Ellipsoid" "Lake Charles" 0 5 2 -2.14087258223145 -1.47817519943176
295 "Disk" "McMinnville" 0 5 2 -0.000658291562266781 -0.991108396751124
296 "Ellipsoid" "McMinnville" 0 5 2 -3.08882356757289 -2.68621832083951
297 "Disk" "Lindenberg" 0 5 2 -0.181779185625408 -0.83495105382748
298 "Ellipsoid" "Lindenberg" 0 5 2 -4.06165787232129 -3.11046297519685
299 "Disk" "Croker river" 0 5 2 -0.957581648102259 0.303795291081899
300 "Ellipsoid" "Croker river" 0 5 2 -8.72047507092229 -0.69613159013421
301 "Disk" "Phillip SW Belize" 0.2 10 2 0.123382162570048 -1.24030490066776
302 "Ellipsoid" "Phillip SW Belize" 0.2 10 2 -1.67537444909282 -1.17103850197991
303 "Disk" "Lake Charles" 0.2 10 2 0.493275576751816 -1.07395602882365
304 "Ellipsoid" "Lake Charles" 0.2 10 2 -1.63882728870894 -0.793739177275316
305 "Disk" "McMinnville" 0.2 10 2 0.199503882802053 -0.474815830839201
306 "Ellipsoid" "McMinnville" 0.2 10 2 -1.91963742467539 -0.922093774547016
307 "Disk" "Lindenberg" 0.2 10 2 0.0263835518268197 -0.171490409762808
308 "Ellipsoid" "Lindenberg" 0.2 10 2 -2.3834496790262 -0.712692788905649
309 "Disk" "Croker river" 0.2 10 2 -0.818750737949382 0.965684011991198
310 "Ellipsoid" "Croker river" 0.2 10 2 -4.13215158681266 3.7892397474878
311 "Disk" "Phillip SW Belize" 0.15 10 2 0.123382162570048 -1.24030490066776
312 "Ellipsoid" "Phillip SW Belize" 0.15 10 2 -1.67537444909282 -1.17103850197991
313 "Disk" "Lake Charles" 0.15 10 2 0.493275576751816 -1.07395602882365
314 "Ellipsoid" "Lake Charles" 0.15 10 2 -1.63882728870894 -0.793739177275316
315 "Disk" "McMinnville" 0.15 10 2 0.199503882802053 -0.474815830839201
316 "Ellipsoid" "McMinnville" 0.15 10 2 -1.91963742467539 -0.922093774547016
317 "Disk" "Lindenberg" 0.15 10 2 0.0263835518268197 -0.171490409762808
318 "Ellipsoid" "Lindenberg" 0.15 10 2 -2.3834496790262 -0.712692788905649
319 "Disk" "Croker river" 0.15 10 2 -0.818750737949382 0.965684011991198
320 "Ellipsoid" "Croker river" 0.15 10 2 -4.13215158681266 3.7892397474878
321 "Disk" "Phillip SW Belize" 0.1 10 2 0.123382162570048 -1.24030490066776
322 "Ellipsoid" "Phillip SW Belize" 0.1 10 2 -1.67537444909282 -1.17103850197991
323 "Disk" "Lake Charles" 0.1 10 2 0.493275576751816 -1.07395602882365
324 "Ellipsoid" "Lake Charles" 0.1 10 2 -1.63882728870894 -0.793739177275316
325 "Disk" "McMinnville" 0.1 10 2 0.199503882802053 -0.474815830839201
