"ExNum" "CrownShape" "WeatherStation" "CrownTransmissibility" "ForestGapSize" "PlotID" "ShadeTolerance" "Proportion"
272 "Ellipsoid" "Phillip SW Belize" 0.1 5 2 "intermediate" 0.534024222749407
272 "Ellipsoid" "Phillip SW Belize" 0.1 5 2 "low" 0.0903983019103509
273 "Disk" "Lake Charles" 0.1 5 2 "high" 0.341615682357348
273 "Disk" "Lake Charles" 0.1 5 2 "intermediate" 0.603820701710576
273 "Disk" "Lake Charles" 0.1 5 2 "low" 0.0545636159320764
274 "Ellipsoid" "Lake Charles" 0.1 5 2 "high" 0.330752902984143
274 "Ellipsoid" "Lake Charles" 0.1 5 2 "intermediate" 0.578848795105506
274 "Ellipsoid" "Lake Charles" 0.1 5 2 "low" 0.0903983019103509
275 "Disk" "McMinnville" 0.1 5 2 "high" 0.204145336496442
275 "Disk" "McMinnville" 0.1 5 2 "intermediate" 0.739917592708203
275 "Disk" "McMinnville" 0.1 5 2 "low" 0.0559370707953552
276 "Ellipsoid" "McMinnville" 0.1 5 2 "high" 0.159695342739418
276 "Ellipsoid" "McMinnville" 0.1 5 2 "intermediate" 0.764015482582095
276 "Ellipsoid" "McMinnville" 0.1 5 2 "low" 0.0762891746784867
277 "Disk" "Lindenberg" 0.1 5 2 "high" 0.168435510051192
277 "Disk" "Lindenberg" 0.1 5 2 "intermediate" 0.786115619927581
277 "Disk" "Lindenberg" 0.1 5 2 "low" 0.0454488700212261
278 "Ellipsoid" "Lindenberg" 0.1 5 2 "high" 0.1349731552004
278 "Ellipsoid" "Lindenberg" 0.1 5 2 "intermediate" 0.810338369334499
278 "Ellipsoid" "Lindenberg" 0.1 5 2 "low" 0.0546884754651018
279 "Disk" "Croker river" 0.1 5 2 "high" 0.0088650268447996
279 "Disk" "Croker river" 0.1 5 2 "intermediate" 0.973529778998627
279 "Disk" "Croker river" 0.1 5 2 "low" 0.0176051941565739
280 "Ellipsoid" "Croker river" 0.1 5 2 "high" 0
280 "Ellipsoid" "Croker river" 0.1 5 2 "intermediate" 0.979023598451742
280 "Ellipsoid" "Croker river" 0.1 5 2 "low" 0.0209764015482582
281 "Disk" "Phillip SW Belize" 0.05 5 2 "high" 0.555999500561868
281 "Disk" "Phillip SW Belize" 0.05 5 2 "intermediate" 0.43064052940442
281 "Disk" "Phillip SW Belize" 0.05 5 2 "low" 0.0133599700337121
282 "Ellipsoid" "Phillip SW Belize" 0.05 5 2 "high" 0.537395430141091
282 "Ellipsoid" "Phillip SW Belize" 0.05 5 2 "intermediate" 0.43600948932451
282 "Ellipsoid" "Phillip SW Belize" 0.05 5 2 "low" 0.0265950805343988
283 "Disk" "Lake Charles" 0.05 5 2 "high" 0.519665376451492
283 "Disk" "Lake Charles" 0.05 5 2 "intermediate" 0.45211636908478
283 "Disk" "Lake Charles" 0.05 5 2 "low" 0.0282182544637283
284 "Ellipsoid" "Lake Charles" 0.05 5 2 "high" 0.50255962042702
284 "Ellipsoid" "Lake Charles" 0.05 5 2 "intermediate" 0.46123111499563
284 "Ellipsoid" "Lake Charles" 0.05 5 2 "low" 0.0362092645773505
285 "Disk" "McMinnville" 0.05 5 2 "high" 0.392932950430765
285 "Disk" "McMinnville" 0.05 5 2 "intermediate" 0.580471969034836
285 "Disk" "McMinnville" 0.05 5 2 "low" 0.0265950805343988
286 "Ellipsoid" "McMinnville" 0.05 5 2 "high" 0.340616806093145
286 "Ellipsoid" "McMinnville" 0.05 5 2 "intermediate" 0.627793732051442
286 "Ellipsoid" "McMinnville" 0.05 5 2 "low" 0.0315894618554127
287 "Disk" "Lindenberg" 0.05 5 2 "high" 0.350355849669122
287 "Disk" "Lindenberg" 0.05 5 2 "intermediate" 0.63079036084405
287 "Disk" "Lindenberg" 0.05 5 2 "low" 0.0188537894868273
288 "Ellipsoid" "Lindenberg" 0.05 5 2 "high" 0.274690972655762
288 "Ellipsoid" "Lindenberg" 0.05 5 2 "intermediate" 0.701835435135473
288 "Ellipsoid" "Lindenberg" 0.05 5 2 "low" 0.0234735922087651
289 "Disk" "Croker river" 0.05 5 2 "high" 0.108877512798102
289 "Disk" "Croker river" 0.05 5 2 "intermediate" 0.888750156074416
289 "Disk" "Croker river" 0.05 5 2 "low" 0.00237233112748158
290 "Ellipsoid" "Croker river" 0.05 5 2 "high" 0.0338369334498689
290 "Ellipsoid" "Croker river" 0.05 5 2 "intermediate" 0.963541016356599
290 "Ellipsoid" "Croker river" 0.05 5 2 "low" 0.00262205019353228
291 "Disk" "Phillip SW Belize" 0 5 2 "high" 0.689599200898989
291 "Disk" "Phillip SW Belize" 0 5 2 "intermediate" 0.303158946185541
291 "Disk" "Phillip SW Belize" 0 5 2 "low" 0.0072418529154701
292 "Ellipsoid" "Phillip SW Belize" 0 5 2 "high" 0.666125608690224
292 "Ellipsoid" "Phillip SW Belize" 0 5 2 "intermediate" 0.322637033337495
292 "Ellipsoid" "Phillip SW Belize" 0 5 2 "low" 0.0112373579722812
293 "Disk" "Lake Charles" 0 5 2 "high" 0.666250468223249
293 "Disk" "Lake Charles" 0 5 2 "intermediate" 0.325383943064053
293 "Disk" "Lake Charles" 0 5 2 "low" 0.00836558871269821
294 "Ellipsoid" "Lake Charles" 0 5 2 "high" 0.657385441378449
294 "Ellipsoid" "Lake Charles" 0 5 2 "intermediate" 0.326757397927332
294 "Ellipsoid" "Lake Charles" 0 5 2 "low" 0.015857160694219
295 "Disk" "McMinnville" 0 5 2 "high" 0.59295792233737
295 "Disk" "McMinnville" 0 5 2 "intermediate" 0.397802472218754
295 "Disk" "McMinnville" 0 5 2 "low" 0.00923960544387564
296 "Ellipsoid" "McMinnville" 0 5 2 "high" 0.554376326632538
296 "Ellipsoid" "McMinnville" 0 5 2 "intermediate" 0.431889124734674
296 "Ellipsoid" "McMinnville" 0 5 2 "low" 0.0137345486327881
297 "Disk" "Lindenberg" 0 5 2 "high" 0.587464102884255
297 "Disk" "Lindenberg" 0 5 2 "intermediate" 0.407916094393807
297 "Disk" "Lindenberg" 0 5 2 "low" 0.00461980272193782
298 "Ellipsoid" "Lindenberg" 0 5 2 "high" 0.501311025096766
298 "Ellipsoid" "Lindenberg" 0 5 2 "intermediate" 0.489324509926333
298 "Ellipsoid" "Lindenberg" 0 5 2 "low" 0.00936446497690099
299 "Disk" "Croker river" 0 5 2 "high" 0.381196154326383
299 "Disk" "Croker river" 0 5 2 "intermediate" 0.618803845673617
299 "Disk" "Croker river" 0 5 2 "low" 0
300 "Ellipsoid" "Croker river" 0 5 2 "high" 0.174303908103384
300 "Ellipsoid" "Croker river" 0 5 2 "intermediate" 0.825696091896616
300 "Ellipsoid" "Croker river" 0 5 2 "low" 0
301 "Disk" "Phillip SW Belize" 0.2 10 2 "high" 0.0498189536771132
301 "Disk" "Phillip SW Belize" 0.2 10 2 "intermediate" 0.625795979523037
301 "Disk" "Phillip SW Belize" 0.2 10 2 "low" 0.32438506679985
302 "Ellipsoid" "Phillip SW Belize" 0.2 10 2 "high" 0.0539393182669497
302 "Ellipsoid" "Phillip SW Belize" 0.2 10 2 "intermediate" 0.61068797602697
302 "Ellipsoid" "Phillip SW Belize" 0.2 10 2 "low" 0.335372705706081
303 "Disk" "Lake Charles" 0.2 10 2 "high" 0.0292171307279311
303 "Disk" "Lake Charles" 0.2 10 2 "intermediate" 0.616806093145212
303 "Disk" "Lake Charles" 0.2 10 2 "low" 0.353976776126857
304 "Ellipsoid" "Lake Charles" 0.2 10 2 "high" 0.0335872143838182
304 "Ellipsoid" "Lake Charles" 0.2 10 2 "intermediate" 0.613060307154451
304 "Ellipsoid" "Lake Charles" 0.2 10 2 "low" 0.353352478461731
305 "Disk" "McMinnville" 0.2 10 2 "high" 0
305 "Disk" "McMinnville" 0.2 10 2 "intermediate" 0.588338119615433
305 "Disk" "McMinnville" 0.2 10 2 "low" 0.411661880384567
306 "Ellipsoid" "McMinnville" 0.2 10 2 "high" 0
306 "Ellipsoid" "McMinnville" 0.2 10 2 "intermediate" 0.535147958546635
306 "Ellipsoid" "McMinnville" 0.2 10 2 "low" 0.464852041453365
307 "Disk" "Lindenberg" 0.2 10 2 "high" 0
307 "Disk" "Lindenberg" 0.2 10 2 "intermediate" 0.584342614558622
307 "Disk" "Lindenberg" 0.2 10 2 "low" 0.415657385441378
308 "Ellipsoid" "Lindenberg" 0.2 10 2 "high" 0
308 "Ellipsoid" "Lindenberg" 0.2 10 2 "intermediate" 0.517792483456112
308 "Ellipsoid" "Lindenberg" 0.2 10 2 "low" 0.482207516543888
309 "Disk" "Croker river" 0.2 10 2 "high" 0
309 "Disk" "Croker river" 0.2 10 2 "intermediate" 0.486702459732801
309 "Disk" "Croker river" 0.2 10 2 "low" 0.513297540267199
310 "Ellipsoid" "Croker river" 0.2 10 2 "high" 0
310 "Ellipsoid" "Croker river" 0.2 10 2 "intermediate" 0.343113996753652
310 "Ellipsoid" "Croker river" 0.2 10 2 "low" 0.656886003246348
311 "Disk" "Phillip SW Belize" 0.15 10 2 "high" 0.138968660257211
311 "Disk" "Phillip SW Belize" 0.15 10 2 "intermediate" 0.656261705581221
311 "Disk" "Phillip SW Belize" 0.15 10 2 "low" 0.204769634161568
312 "Ellipsoid" "Phillip SW Belize" 0.15 10 2 "high" 0.149956299163441
312 "Ellipsoid" "Phillip SW Belize" 0.15 10 2 "intermediate" 0.623798226994631
312 "Ellipsoid" "Phillip SW Belize" 0.15 10 2 "low" 0.226245473841928
313 "Disk" "Lake Charles" 0.15 10 2 "high" 0.110500686727432
313 "Disk" "Lake Charles" 0.15 10 2 "intermediate" 0.685229117243102
313 "Disk" "Lake Charles" 0.15 10 2 "low" 0.204270196029467
314 "Ellipsoid" "Lake Charles" 0.15 10 2 "high" 0.110375827194406
314 "Ellipsoid" "Lake Charles" 0.15 10 2 "intermediate" 0.663503558496691
314 "Ellipsoid" "Lake Charles" 0.15 10 2 "low" 0.226120614308902
315 "Disk" "McMinnville" 0.15 10 2 "high" 0.040704207766263
315 "Disk" "McMinnville" 0.15 10 2 "intermediate" 0.751030091147459
315 "Disk" "McMinnville" 0.15 10 2 "low" 0.208265701086278
316 "Ellipsoid" "McMinnville" 0.15 10 2 "high" 0.0373330003745786
316 "Ellipsoid" "McMinnville" 0.15 10 2 "intermediate" 0.731552003995505
316 "Ellipsoid" "McMinnville" 0.15 10 2 "low" 0.231114995629916
317 "Disk" "Lindenberg" 0.15 10 2 "high" 0.0369584217755026
317 "Disk" "Lindenberg" 0.15 10 2 "intermediate" 0.786615058059683
317 "Disk" "Lindenberg" 0.15 10 2 "low" 0.176426520164815
318 "Ellipsoid" "Lindenberg" 0.15 10 2 "high" 0.0221001373454863
318 "Ellipsoid" "Lindenberg" 0.15 10 2 "intermediate" 0.752902984142839
318 "Ellipsoid" "Lindenberg" 0.15 10 2 "low" 0.224996878511674
319 "Disk" "Croker river" 0.15 10 2 "high" 0
319 "Disk" "Croker river" 0.15 10 2 "intermediate" 0.852915470096142
319 "Disk" "Croker river" 0.15 10 2 "low" 0.147084529903858
320 "Ellipsoid" "Croker river" 0.15 10 2 "high" 0
320 "Ellipsoid" "Croker river" 0.15 10 2 "intermediate" 0.723685853414908
320 "Ellipsoid" "Croker river" 0.15 10 2 "low" 0.276314146585092
321 "Disk" "Phillip SW Belize" 0.1 10 2 "high" 0.310026220501935
321 "Disk" "Phillip SW Belize" 0.1 10 2 "intermediate" 0.587963541016357
321 "Disk" "Phillip SW Belize" 0.1 10 2 "low" 0.102010238481708
322 "Ellipsoid" "Phillip SW Belize" 0.1 10 2 "high" 0.322012735672369
322 "Ellipsoid" "Phillip SW Belize" 0.1 10 2 "intermediate" 0.535397677612686
322 "Ellipsoid" "Phillip SW Belize" 0.1 10 2 "low" 0.142589586714946
323 "Disk" "Lake Charles" 0.1 10 2 "high" 0.286927206892246
323 "Disk" "Lake Charles" 0.1 10 2 "intermediate" 0.607067049569235
323 "Disk" "Lake Charles" 0.1 10 2 "low" 0.106005743538519
324 "Ellipsoid" "Lake Charles" 0.1 10 2 "high" 0.28467973529779
324 "Ellipsoid" "Lake Charles" 0.1 10 2 "intermediate" 0.572980397053315
324 "Ellipsoid" "Lake Charles" 0.1 10 2 "low" 0.142339867648895
325 "Disk" "McMinnville" 0.1 10 2 "high" 0.170308403046573
325 "Disk" "McMinnville" 0.1 10 2 "intermediate" 0.73704582344862
325 "Disk" "McMinnville" 0.1 10 2 "low" 0.0926457735048071
326 "Ellipsoid" "McMinnville" 0.1 10 2 "high" 0.150330877762517
326 "Ellipsoid" "McMinnville" 0.1 10 2 "intermediate" 0.721438381820452
326 "Ellipsoid" "McMinnville" 0.1 10 2 "low" 0.128230740417031
327 "Disk" "Lindenberg" 0.1 10 2 "high" 0.141840429516794
327 "Disk" "Lindenberg" 0.1 10 2 "intermediate" 0.777999750280934
327 "Disk" "Lindenberg" 0.1 10 2 "low" 0.0801598202022724
328 "Ellipsoid" "Lindenberg" 0.1 10 2 "high" 0.128855038082158
328 "Ellipsoid" "Lindenberg" 0.1 10 2 "intermediate" 0.763016606317892
328 "Ellipsoid" "Lindenberg" 0.1 10 2 "low" 0.10812835559995
329 "Disk" "Croker river" 0.1 10 2 "high" 0.00849044824572356
329 "Disk" "Croker river" 0.1 10 2 "intermediate" 0.953677113247596
329 "Disk" "Croker river" 0.1 10 2 "low" 0.03783243850668
330 "Ellipsoid" "Croker river" 0.1 10 2 "high" 0
330 "Ellipsoid" "Croker river" 0.1 10 2 "intermediate" 0.91334748408041
330 "Ellipsoid" "Croker river" 0.1 10 2 "low" 0.0866525159195905
331 "Disk" "Phillip SW Belize" 0.05 10 2 "high" 0.470470720439506
331 "Disk" "Phillip SW Belize" 0.05 10 2 "intermediate" 0.467598951179923
331 "Disk" "Phillip SW Belize" 0.05 10 2 "low" 0.0619303283805719
332 "Ellipsoid" "Phillip SW Belize" 0.05 10 2 "high" 0.464102884255213
332 "Ellipsoid" "Phillip SW Belize" 0.05 10 2 "intermediate" 0.461730553127731
332 "Ellipsoid" "Phillip SW Belize" 0.05 10 2 "low" 0.0741665626170558
333 "Disk" "Lake Charles" 0.05 10 2 "high" 0.436508927456611
333 "Disk" "Lake Charles" 0.05 10 2 "intermediate" 0.4955674865776
333 "Disk" "Lake Charles" 0.05 10 2 "low" 0.0679235859657885
334 "Ellipsoid" "Lake Charles" 0.05 10 2 "high" 0.426270445748533
334 "Ellipsoid" "Lake Charles" 0.05 10 2 "intermediate" 0.493070295917093
334 "Ellipsoid" "Lake Charles" 0.05 10 2 "low" 0.0806592583343738
335 "Disk" "McMinnville" 0.05 10 2 "high" 0.318891247346735
335 "Disk" "McMinnville" 0.05 10 2 "intermediate" 0.628168310650518
335 "Disk" "McMinnville" 0.05 10 2 "low" 0.0529404420027469
336 "Ellipsoid" "McMinnville" 0.05 10 2 "high" 0.290797852416032
336 "Ellipsoid" "McMinnville" 0.05 10 2 "intermediate" 0.63428642776876
336 "Ellipsoid" "McMinnville" 0.05 10 2 "low" 0.0749157198152079
337 "Disk" "Lindenberg" 0.05 10 2 "high" 0.276938444250219
337 "Disk" "Lindenberg" 0.05 10 2 "intermediate" 0.676988388063429
337 "Disk" "Lindenberg" 0.05 10 2 "low" 0.0460731676863529
338 "Ellipsoid" "Lindenberg" 0.05 10 2 "high" 0.252965413909352
338 "Ellipsoid" "Lindenberg" 0.05 10 2 "intermediate" 0.680234735922088
338 "Ellipsoid" "Lindenberg" 0.05 10 2 "low" 0.0667998501685604
339 "Disk" "Croker river" 0.05 10 2 "high" 0.0782869272068922
339 "Disk" "Croker river" 0.05 10 2 "intermediate" 0.913722062679486
339 "Disk" "Croker river" 0.05 10 2 "low" 0.00799101011362218
340 "Ellipsoid" "Croker river" 0.05 10 2 "high" 0.0265950805343988
340 "Ellipsoid" "Croker river" 0.05 10 2 "intermediate" 0.954176551379698
340 "Ellipsoid" "Croker river" 0.05 10 2 "low" 0.0192283680859034
341 "Disk" "Phillip SW Belize" 0 10 2 "high" 0.615807216881009
341 "Disk" "Phillip SW Belize" 0 10 2 "intermediate" 0.336246722437258
341 "Disk" "Phillip SW Belize" 0 10 2 "low" 0.0479460606817331
342 "Ellipsoid" "Phillip SW Belize" 0 10 2 "high" 0.613934323885629
342 "Ellipsoid" "Phillip SW Belize" 0 10 2 "intermediate" 0.329504307653889
342 "Ellipsoid" "Phillip SW Belize" 0 10 2 "low" 0.056561368460482
343 "Disk" "Lake Charles" 0 10 2 "high" 0.569983768260707
343 "Disk" "Lake Charles" 0 10 2 "intermediate" 0.388562866774878
343 "Disk" "Lake Charles" 0 10 2 "low" 0.041453364964415
344 "Ellipsoid" "Lake Charles" 0 10 2 "high" 0.587214383818205
344 "Ellipsoid" "Lake Charles" 0 10 2 "intermediate" 0.35497565239106
344 "Ellipsoid" "Lake Charles" 0 10 2 "low" 0.0578099637907354
345 "Disk" "McMinnville" 0 10 2 "high" 0.47571482082657
345 "Disk" "McMinnville" 0 10 2 "intermediate" 0.4955674865776
345 "Disk" "McMinnville" 0 10 2 "low" 0.0287176925958297
346 "Ellipsoid" "McMinnville" 0 10 2 "high" 0.421650643026595
346 "Ellipsoid" "McMinnville" 0 10 2 "intermediate" 0.527406667499064
346 "Ellipsoid" "McMinnville" 0 10 2 "low" 0.0509426894743414
347 "Disk" "Lindenberg" 0 10 2 "high" 0.445498813834436
347 "Disk" "Lindenberg" 0 10 2 "intermediate" 0.530153577225621
347 "Disk" "Lindenberg" 0 10 2 "low" 0.0243476089399426
348 "Ellipsoid" "Lindenberg" 0 10 2 "high" 0.377200649269572
348 "Ellipsoid" "Lindenberg" 0 10 2 "intermediate" 0.581845423898115
348 "Ellipsoid" "Lindenberg" 0 10 2 "low" 0.0409539268323137
349 "Disk" "Croker river" 0 10 2 "high" 0.262704457485329
349 "Disk" "Croker river" 0 10 2 "intermediate" 0.73517293045324
349 "Disk" "Croker river" 0 10 2 "low" 0.00212261206143089
350 "Ellipsoid" "Croker river" 0 10 2 "high" 0.163191409664128
350 "Ellipsoid" "Croker river" 0 10 2 "intermediate" 0.836808590335872
350 "Ellipsoid" "Croker river" 0 10 2 "low" 0
351 "Disk" "Phillip SW Belize" 0.2 15 2 "high" 0.0488200774129105
351 "Disk" "Phillip SW Belize" 0.2 15 2 "intermediate" 0.502934199026096
351 "Disk" "Phillip SW Belize" 0.2 15 2 "low" 0.448245723560994
352 "Ellipsoid" "Phillip SW Belize" 0.2 15 2 "high" 0.0539393182669497
352 "Ellipsoid" "Phillip SW Belize" 0.2 15 2 "intermediate" 0.48108378074666
352 "Ellipsoid" "Phillip SW Belize" 0.2 15 2 "low" 0.46497690098639
353 "Disk" "Lake Charles" 0.2 15 2 "high" 0.0264702210013735
353 "Disk" "Lake Charles" 0.2 15 2 "intermediate" 0.488575352728181
353 "Disk" "Lake Charles" 0.2 15 2 "low" 0.484954426270446
354 "Ellipsoid" "Lake Charles" 0.2 15 2 "high" 0.0335872143838182
354 "Ellipsoid" "Lake Charles" 0.2 15 2 "intermediate" 0.473592208765139
354 "Ellipsoid" "Lake Charles" 0.2 15 2 "low" 0.492820576851043
355 "Disk" "McMinnville" 0.2 15 2 "high" 0
355 "Disk" "McMinnville" 0.2 15 2 "intermediate" 0.437757522786865
355 "Disk" "McMinnville" 0.2 15 2 "low" 0.562242477213135
356 "Ellipsoid" "McMinnville" 0.2 15 2 "high" 0
356 "Ellipsoid" "McMinnville" 0.2 15 2 "intermediate" 0.429142215008116
356 "Ellipsoid" "McMinnville" 0.2 15 2 "low" 0.570857784991884
357 "Disk" "Lindenberg" 0.2 15 2 "high" 0
357 "Disk" "Lindenberg" 0.2 15 2 "intermediate" 0.417904857035835
357 "Disk" "Lindenberg" 0.2 15 2 "low" 0.582095142964165
358 "Ellipsoid" "Lindenberg" 0.2 15 2 "high" 0
358 "Ellipsoid" "Lindenberg" 0.2 15 2 "intermediate" 0.407166937195655
358 "Ellipsoid" "Lindenberg" 0.2 15 2 "low" 0.592833062804345
359 "Disk" "Croker river" 0.2 15 2 "high" 0
359 "Disk" "Croker river" 0.2 15 2 "intermediate" 0.359096016980896
359 "Disk" "Croker river" 0.2 15 2 "low" 0.640903983019104
360 "Ellipsoid" "Croker river" 0.2 15 2 "high" 0
360 "Ellipsoid" "Croker river" 0.2 15 2 "intermediate" 0.279935073042827
360 "Ellipsoid" "Croker river" 0.2 15 2 "low" 0.720064926957173
361 "Disk" "Phillip SW Belize" 0.15 15 2 "high" 0.121862904232738
361 "Disk" "Phillip SW Belize" 0.15 15 2 "intermediate" 0.538644025471345
361 "Disk" "Phillip SW Belize" 0.15 15 2 "low" 0.339493070295917
362 "Ellipsoid" "Phillip SW Belize" 0.15 15 2 "high" 0.129229616681234
362 "Ellipsoid" "Phillip SW Belize" 0.15 15 2 "intermediate" 0.501935322761893
362 "Ellipsoid" "Phillip SW Belize" 0.15 15 2 "low" 0.368835060556874
363 "Disk" "Lake Charles" 0.15 15 2 "high" 0.0860282182544637
363 "Disk" "Lake Charles" 0.15 15 2 "intermediate" 0.550755400174803
363 "Disk" "Lake Charles" 0.15 15 2 "low" 0.363216381570733
364 "Ellipsoid" "Lake Charles" 0.15 15 2 "high" 0.101510800349607
364 "Ellipsoid" "Lake Charles" 0.15 15 2 "intermediate" 0.512423523536022
364 "Ellipsoid" "Lake Charles" 0.15 15 2 "low" 0.386065676114371
365 "Disk" "McMinnville" 0.15 15 2 "high" 0.0264702210013735
365 "Disk" "McMinnville" 0.15 15 2 "intermediate" 0.557622674491197
365 "Disk" "McMinnville" 0.15 15 2 "low" 0.415907104507429
366 "Ellipsoid" "McMinnville" 0.15 15 2 "high" 0.031339742789362
366 "Ellipsoid" "McMinnville" 0.15 15 2 "intermediate" 0.543513547259333
366 "Ellipsoid" "McMinnville" 0.15 15 2 "low" 0.425146709951305
367 "Disk" "Lindenberg" 0.15 15 2 "high" 0.0206018229491822
367 "Disk" "Lindenberg" 0.15 15 2 "intermediate" 0.577725059308278
367 "Disk" "Lindenberg" 0.15 15 2 "low" 0.40167311774254
368 "Ellipsoid" "Lindenberg" 0.15 15 2 "high" 0.0119865151704333
368 "Ellipsoid" "Lindenberg" 0.15 15 2 "intermediate" 0.561243600948932
368 "Ellipsoid" "Lindenberg" 0.15 15 2 "low" 0.426769883880634
369 "Disk" "Croker river" 0.15 15 2 "high" 0
369 "Disk" "Croker river" 0.15 15 2 "intermediate" 0.58546635035585
369 "Disk" "Croker river" 0.15 15 2 "low" 0.41453364964415
370 "Ellipsoid" "Croker river" 0.15 15 2 "high" 0
370 "Ellipsoid" "Croker river" 0.15 15 2 "intermediate" 0.472093894368835
370 "Ellipsoid" "Croker river" 0.15 15 2 "low" 0.527906105631165
371 "Disk" "Phillip SW Belize" 0.1 15 2 "high" 0.241228617804969
371 "Disk" "Phillip SW Belize" 0.1 15 2 "intermediate" 0.511549506804845
371 "Disk" "Phillip SW Belize" 0.1 15 2 "low" 0.247221875390186
372 "Ellipsoid" "Phillip SW Belize" 0.1 15 2 "high" 0.265576226744912
372 "Ellipsoid" "Phillip SW Belize" 0.1 15 2 "intermediate" 0.462229991259833
372 "Ellipsoid" "Phillip SW Belize" 0.1 15 2 "low" 0.272193781995255
373 "Disk" "Lake Charles" 0.1 15 2 "high" 0.224872018978649
373 "Disk" "Lake Charles" 0.1 15 2 "intermediate" 0.501311025096766
373 "Disk" "Lake Charles" 0.1 15 2 "low" 0.273816955924585
374 "Ellipsoid" "Lake Charles" 0.1 15 2 "high" 0.228742664502435
374 "Ellipsoid" "Lake Charles" 0.1 15 2 "intermediate" 0.488075914596079
374 "Ellipsoid" "Lake Charles" 0.1 15 2 "low" 0.283181420901486
375 "Disk" "McMinnville" 0.1 15 2 "high" 0.118991134973155
375 "Disk" "McMinnville" 0.1 15 2 "intermediate" 0.589087276813585
375 "Disk" "McMinnville" 0.1 15 2 "low" 0.29192158821326
376 "Ellipsoid" "McMinnville" 0.1 15 2 "high" 0.12261206143089
376 "Ellipsoid" "McMinnville" 0.1 15 2 "intermediate" 0.579972530902734
376 "Ellipsoid" "McMinnville" 0.1 15 2 "low" 0.297415407666375
377 "Disk" "Lindenberg" 0.1 15 2 "high" 0.0978898738918716
377 "Disk" "Lindenberg" 0.1 15 2 "intermediate" 0.618429267074541
377 "Disk" "Lindenberg" 0.1 15 2 "low" 0.283680859033587
378 "Ellipsoid" "Lindenberg" 0.1 15 2 "high" 0.100511924085404
378 "Ellipsoid" "Lindenberg" 0.1 15 2 "intermediate" 0.615807216881009
378 "Ellipsoid" "Lindenberg" 0.1 15 2 "low" 0.283680859033587
379 "Disk" "Croker river" 0.1 15 2 "high" 0.00849044824572356
379 "Disk" "Croker river" 0.1 15 2 "intermediate" 0.74403795729804
379 "Disk" "Croker river" 0.1 15 2 "low" 0.247471594456237
380 "Ellipsoid" "Croker river" 0.1 15 2 "high" 0
380 "Ellipsoid" "Croker river" 0.1 15 2 "intermediate" 0.695217879885129
380 "Ellipsoid" "Croker river" 0.1 15 2 "low" 0.304782120114871
381 "Disk" "Phillip SW Belize" 0.05 15 2 "high" 0.386440254713447
381 "Disk" "Phillip SW Belize" 0.05 15 2 "intermediate" 0.409788987389187
381 "Disk" "Phillip SW Belize" 0.05 15 2 "low" 0.203770757897365
382 "Ellipsoid" "Phillip SW Belize" 0.05 15 2 "high" 0.385815957048321
382 "Ellipsoid" "Phillip SW Belize" 0.05 15 2 "intermediate" 0.422774378823823
382 "Ellipsoid" "Phillip SW Belize" 0.05 15 2 "low" 0.191409664127856
383 "Disk" "Lake Charles" 0.05 15 2 "high" 0.353851916593832
383 "Disk" "Lake Charles" 0.05 15 2 "intermediate" 0.428268198276938
383 "Disk" "Lake Charles" 0.05 15 2 "low" 0.21787988512923
384 "Ellipsoid" "Lake Charles" 0.05 15 2 "high" 0.350106130603072
384 "Ellipsoid" "Lake Charles" 0.05 15 2 "intermediate" 0.444999375702335
384 "Ellipsoid" "Lake Charles" 0.05 15 2 "low" 0.204894493694594
385 "Disk" "McMinnville" 0.05 15 2 "high" 0.243600948932451
385 "Disk" "McMinnville" 0.05 15 2 "intermediate" 0.53876888500437
385 "Disk" "McMinnville" 0.05 15 2 "low" 0.217630166063179
386 "Ellipsoid" "McMinnville" 0.05 15 2 "high" 0.23423648395555
386 "Ellipsoid" "McMinnville" 0.05 15 2 "intermediate" 0.547384192783119
386 "Ellipsoid" "McMinnville" 0.05 15 2 "low" 0.218379323261331
387 "Disk" "Lindenberg" 0.05 15 2 "high" 0.213634661006368
387 "Disk" "Lindenberg" 0.05 15 2 "intermediate" 0.583343738294419
387 "Disk" "Lindenberg" 0.05 15 2 "low" 0.203021600699213
388 "Ellipsoid" "Lindenberg" 0.05 15 2 "high" 0.205768510425771
388 "Ellipsoid" "Lindenberg" 0.05 15 2 "intermediate" 0.577725059308278
388 "Ellipsoid" "Lindenberg" 0.05 15 2 "low" 0.216506430265951
389 "Disk" "Croker river" 0.05 15 2 "high" 0.0714196528904982
389 "Disk" "Croker river" 0.05 15 2 "intermediate" 0.784242726932201
389 "Disk" "Croker river" 0.05 15 2 "low" 0.144337620177301
390 "Ellipsoid" "Croker river" 0.05 15 2 "high" 0.0146085653639655
390 "Ellipsoid" "Croker river" 0.05 15 2 "intermediate" 0.78748907479086
390 "Ellipsoid" "Croker river" 0.05 15 2 "low" 0.197902359845174
391 "Disk" "Phillip SW Belize" 0 15 2 "high" 0.496316643775752
391 "Disk" "Phillip SW Belize" 0 15 2 "intermediate" 0.328755150455737
391 "Disk" "Phillip SW Belize" 0 15 2 "low" 0.17492820576851
392 "Ellipsoid" "Phillip SW Belize" 0 15 2 "high" 0.480209764015483
392 "Ellipsoid" "Phillip SW Belize" 0 15 2 "intermediate" 0.35310275939568
392 "Ellipsoid" "Phillip SW Belize" 0 15 2 "low" 0.166687476588838
